tconst,nconst,character
tt1161418,nm2074421,Obnoxious Fan
tt1161418,nm3516275,Rod Decker
tt1161864,nm1524440,Michael Kovak
tt1161864,nm0000164,Father Lucas Trevant
tt1161864,nm0001354,Father Xavier
tt1161864,nm0429363,Father Matthew
tt1161864,nm0000442,Istvan Kovak
tt1161864,nm3384311,Vincenzo
tt1164999,nm0000849,Uxbal
tt1164999,nm3127008,Mateo
tt1164999,nm0273464,Tito
tt1164999,nm1081978,Ekweme
tt1164999,nm1702381,Hai
tt1164999,nm2950480,Liwei
tt1164999,nm3938312,Samuel
tt1166100,nm0451148,Sanjay Singhania
tt1166100,nm0451148,Sachin
tt1166100,nm13570739,Singer
tt1166100,nm1004887,Ghajini Dharmatma
tt1166100,nm0025627,Satveer Kohli
tt1166100,nm1289230,Inspector Arjun Yadav
tt1166100,nm1568415,Sanjay's Manager
tt1166100,nm2382945,\N
tt1166100,nm3133202,\N
tt1167638,nm0000606,Charly Matteï
tt1167638,nm0580101,Tony Zacchia
tt1167638,nm0201669,Martin Beaudinard
tt1167638,nm0823536,Le pistachier
tt1167638,nm0006939,Aurelio Rampoli
tt1167638,nm0892891,Padovano
tt1167638,nm3107685,Anatole Matteï
tt1167660,nm0241121,OSS 117
tt1167660,nm0901057,Von Zimmel
tt1167660,nm3367478,Heinrich
tt1167660,nm0068856,Lesignac
tt1167660,nm0760483,Trumendous
tt1167660,nm0371891,Staman
tt1167660,nm0135084,Kutner
tt1167660,nm3430764,Hippie ''pomme d'amour''
tt1167675,nm0917224,Frank
tt1167675,nm0526999,Goert Hoekstra
tt1167675,nm0822868,Niklas
tt1167675,nm2892491,Sander
tt1167675,nm1352393,Hanco
tt1167675,nm0818715,Chef
tt1167675,nm0707944,Van Dijk
tt1167675,nm0095614,Rechercheur 1
tt1170358,nm0005212,Gandalf
tt1170358,nm0293509,Bilbo
tt1170358,nm0035514,Thorin
tt1170358,nm0832792,Balin
tt1170358,nm0574615,Dwalin
tt1170358,nm0456270,Bifur
tt1170358,nm0626362,Bofur
tt1170358,nm1053536,Bombur
tt1170358,nm0641063,Fili
tt1170358,nm2636108,Kili
tt1171222,nm0004875,Langston
tt1171222,nm0005023,Quinton
tt1171222,nm1035682,William Wright
tt1171222,nm0462673,Graham
tt1171222,nm2016091,Damon
tt1171222,nm0111013,Sam
tt1171701,nm1759049,Mete
tt1171701,nm3103879,Ilker
tt1171701,nm3105160,Ibo
tt1171701,nm3580364,Vedat Dinckaya
tt1171701,nm5120702,Haberci Turgay
tt1171701,nm3267700,Ertunc
tt1171701,nm3318556,Baris'in Habercisi
tt1171701,nm1906322,Cemil
tt1171701,nm2461192,Baris
tt1172049,nm0350453,Davis
tt1172049,nm0177933,Phil
tt1172049,nm6237346,Chris
tt1172049,nm1225590,Carl
tt1172049,nm0165859,Davis' Dad
tt1172049,nm0828840,Jimmy
tt1172233,nm0680983,Bliss Cavendar
tt1172233,nm3614123,Pageant Coordinator
tt1172233,nm0266422,'Hot Tub' Johnny Rocket
tt1172570,nm0362766,Charles Bronson
tt1172570,nm0362766,Michael Peterson
tt1172570,nm1568589,Hysterical Screw
tt1172570,nm1446625,Screw
tt1172570,nm1111560,Nurse 1
tt1172570,nm1807654,Screw
tt1172570,nm0285291,Charlie's Dad
tt1172570,nm0396675,Webber
tt1172571,nm1304386,Jonah
tt1172571,nm0790785,Robbie
tt1172571,nm2988780,Nicky
tt1172571,nm2988912,Paulie
tt1172991,nm0000255,Bobby Walker
tt1172991,nm0177933,Phil Woodward
tt1172991,nm0000169,Gene McClary
tt1172991,nm0794688,Rittenour
tt1172991,nm0923902,Ken
tt1172991,nm0447376,Conal
tt1172994,nm0006888,Mr. Ulman
tt1172994,nm1410105,Victor Ulman
tt1172994,nm3359619,Random Guy
tt1173687,nm0000202,Greg Marinovich
tt1173687,nm2018237,Kevin Carter
tt1173687,nm2054400,João
tt1173687,nm1421542,Ken
tt1173687,nm2415498,Patrick
tt1173687,nm0767227,Ronald
tt1173745,nm0471406,Alex
tt1173745,nm0527278,Robert
tt1173745,nm0857032,Grandfather Hausner
tt1173745,nm0702541,Konecny - Tamara's Boss
tt1173745,nm1399222,Tamara's Customer
tt1174730,nm0000412,Vince Rizzo
tt1174730,nm1711829,Tony
tt1174730,nm3009232,Vince Jr.
tt1174730,nm0000273,Michael Malakov
tt1174730,nm0615992,Bruno
tt1174732,nm0765597,David
tt1174732,nm0000547,Jack
tt1174732,nm1701576,Small Boy
tt1174732,nm2873085,Small Boy
tt1174732,nm0063914,Graham
tt1174954,nm0580444,Leon S. Kennedy
tt1174954,nm1886746,Curtis Miller
tt1174954,nm0293342,Frederic Downing
tt1174954,nm0815040,Senator Ron Davis
tt1174954,nm0089707,Greg Glenn
tt1175491,nm0000982,George W. Bush
tt1175491,nm0344435,Prime Minister Tony Blair
tt1175491,nm0004988,Speechwriter #1
tt1175491,nm0429363,Karl Rove
tt1175491,nm0100381,Paul Wolfowitz
tt1175491,nm0942482,Colin Powell
tt1175491,nm0001277,Donald Rumsfeld
tt1175491,nm0000377,Dick Cheney
tt1175506,nm1374980,Richard Samuels
tt1175506,nm1605114,Orson Welles
tt1175506,nm1470656,Walter Ash
tt1175506,nm1171145,Grover Burgess
tt1175506,nm2982442,Conspirator
tt1175506,nm2271318,Conspirator
tt1175506,nm2982240,Conspirator
tt1175709,nm0331516,David Marks
tt1175709,nm0001449,Sanford Marks
tt1175709,nm0001311,Malvern Bump
tt1175709,nm1092022,Daniel Marks
tt1175709,nm0644406,Jim McCarthy
tt1175709,nm0475218,Todd Fleck
tt1176251,nm0200452,Brian Weathersby
tt1176251,nm0000422,Al Lolly
tt1176251,nm0000799,Kirby Weathersby
tt1176251,nm0731168,John Weathersby
tt1176251,nm0822802,James Weathersby
tt1176251,nm0676370,Roger Stovall
tt1176251,nm0829916,Kevin Blue
tt1176740,nm1024677,Burt
tt1176740,nm0001099,Jerry
tt1176740,nm0300712,Lowell
tt1176740,nm2474692,Taylor
tt1178663,nm0202970,Boris
tt1178663,nm0147147,Randy
tt1178663,nm0111845,Boris' Friend
tt1178663,nm0437852,Boris' Friend
tt1178663,nm0571106,Boris' Friend
tt1178663,nm2637982,Boy on Street
tt1178665,nm0000602,Bill Bryson
tt1178665,nm0000560,Stephen Katz
tt1178665,nm0644406,REI Dave
tt1178665,nm0364931,Sam Bryson
tt1178665,nm0628421,TV Host
tt1178665,nm2400464,Darren
tt1179025,nm0023832,Dieuleveult
tt1179025,nm0500976,Inspecteur Albert Caponi
tt1179025,nm0746162,Justin de Saint-Hubert
tt1179025,nm0626158,Marie-Joseph Espérandieu
tt1179025,nm0619600,Le professeur Ménard
tt1179025,nm1604999,Andrej Zborowski
tt1179025,nm0149704,Président Armand Fallières
tt1179025,nm3181386,Ferdinand Choupard
tt1179031,nm0355910,Dane
tt1179031,nm0001731,Russel
tt1179031,nm0000467,Jim Bob
tt1179031,nm4996428,Burglar
tt1179031,nm0198804,Price
tt1179031,nm5830122,Jordan
tt1179031,nm0280890,Jack Crow
tt1179034,nm0000237,Charlie Wax
tt1179034,nm0001667,James Reese
tt1179034,nm0243983,Ambassador Bennington
tt1179034,nm0082897,M. Wong
tt1179034,nm1101713,Foreign Minister
tt1179034,nm2394847,The Thug
tt1179034,nm1282803,Rashid
tt1179034,nm1410527,The Pimp
tt1179056,nm0355097,Freddy Krueger
tt1179056,nm0973177,Quentin Smith
tt1179056,nm0215281,Jesse Braun
tt1179056,nm1553725,Dean Russell
tt1179056,nm0000317,Alan Smith
tt1179069,nm0001667,David
tt1179069,nm0001667,Adam
tt1179069,nm0001667,Wesley
tt1179069,nm0218810,Dr. Harding
tt1179069,nm1682319,Stephen Harding
tt1179069,nm0933096,Virgil
tt1179069,nm2179869,Detective Danton
tt1179069,nm0853688,Monty Hughes
tt1179258,nm1670029,Chéri
tt1179258,nm0121895,Vicomte Desmond
tt1179258,nm2787256,Ernest
tt1179258,nm0792189,Marcel
tt1179258,nm1527905,Patron
tt1179794,nm0973652,Brian
tt1179794,nm1881346,Scientist
tt1179794,nm2328502,Boyfriend
tt1179794,nm2648562,Guy in Car
tt1179794,nm3888748,CEO
tt1179891,nm0010075,Tom Hanniger
tt1179891,nm0005445,Axel Palmer
tt1179891,nm1346230,Deputy Martin
tt1179891,nm0040662,Burke
tt1179891,nm0001798,Ben Foley
tt1179904,nm2913790,Micah
tt1179904,nm2104166,Psychic
tt1179904,nm9524915,Airport Traveler
tt1179904,nm2005445,Dr. Johann Averies
tt1179904,nm1816154,Lt. Randy Hudson
tt1179904,nm2282792,Richard
tt1179933,nm0000422,Howard
tt1179933,nm0302330,Emmett
tt1179933,nm0341174,Driver
tt1179933,nm0177896,Ben
tt1179933,nm3816936,Radio Broadcaster
tt1180583,nm1421814,Krishnan
tt1180583,nm1421814,Suriya
tt1180583,nm3478180,Asad
tt1180583,nm3193557,Suriya's friend
tt1180583,nm3476834,Shankar Menon
tt1180583,nm2536215,Librarian
tt1180583,nm3193037,Suriya's friend
tt1181614,nm4184816,Older Heathcliff
tt1181614,nm4609643,Young Heathcliff
tt1181614,nm1746997,Mr. Earnshaw
tt1181614,nm0263740,Joseph
tt1181614,nm4933918,Hindley
tt1181614,nm0516677,Pastor
tt1181791,nm1519666,Osmund
tt1181791,nm0000293,Ulrich
tt1181791,nm0001487,Wolfstan
tt1181791,nm0570570,Hob
tt1181791,nm0638762,Dalywag
tt1181791,nm0001831,Abbot
tt1181791,nm0364890,Mold
tt1181791,nm2047170,Swire
tt1181795,nm0001326,The Drifter
tt1181795,nm0000437,The Bartender
tt1181795,nm1374680,Yoshi
tt1181795,nm0000579,Nicola
tt1181795,nm0571727,Killer No. 2
tt1181795,nm0837452,Uncle
tt1181795,nm0003244,Valentine
tt1181795,nm0666604,The Narrator
tt1182345,nm0005377,Sam Bell
tt1182345,nm0000228,GERTY
tt1182345,nm0938950,Thompson
tt1182345,nm1546196,Overmeyers
tt1182345,nm0829121,Technician
tt1182345,nm2933135,Sam Bell Clone
tt1182350,nm0000164,Alfie
tt1182350,nm0000982,Roy
tt1182350,nm0292538,Jogging Partner
tt1182350,nm0000104,Greg
tt1182921,nm0012078,Casey Bowman
tt1182921,nm0407296,Masazuka
tt1182921,nm0421709,Det. Traxler
tt1182921,nm0407033,Sensei Takeda
tt1182921,nm0353796,Professor Garrison
tt1182921,nm0027215,Temple
tt1182921,nm0304282,Klimitov
tt1182921,nm1284482,Detective Vukovich
tt1182921,nm0218812,Shihan Dai
tt1182937,nm0451321,Surinder 'Suri' Sahni
tt1182937,nm0451321,Raj Kapoor
tt1182937,nm0665555,Balwinder 'Bobby' Khosla
tt1182937,nm0706954,Taani's father
tt1182937,nm2082701,Raju mechanic
tt1182972,nm1633541,Raj Sharma
tt1182972,nm1577858,Joginder Singh Ahluwalia
tt1182972,nm1515793,Sachin
tt1182972,nm0411539,Mahi's Father
tt1182972,nm3030100,\N
tt1183251,nm0582462,C.J. Nicholas
tt1183251,nm0000140,Mark Hunter
tt1183251,nm0601376,Corey Finley
tt1183251,nm0428963,Ben Nickerson
tt1183251,nm2445720,Lieutenant Merchant
tt1183251,nm0926355,Martin Weldon
tt1183251,nm0003861,Gary Spota
tt1183252,nm0008346,Masashi
tt1183252,nm1033529,No.8
tt1183252,nm3063920,Mangmoon
tt1183252,nm1614699,Ryo
tt1183252,nm2258223,Ice Factory Owner-Ice Man
tt1183252,nm3063396,Candy Shop Owner
tt1183252,nm3064816,Pork Man
tt1183276,nm1285144,Ouessem
tt1183276,nm0248254,Adewale
tt1183276,nm0714534,Jimenez
tt1183276,nm1816136,Bola
tt1183276,nm1731527,Tony
tt1183276,nm0696353,José
tt1183276,nm0683093,René
tt1183276,nm3332443,Le Tchèque
tt1183276,nm1166927,Séb
tt1183374,nm0597480,Seth
tt1183374,nm1229681,Nate
tt1183374,nm1452155,Eric
tt1183374,nm0876683,Homeless Guy
tt1183374,nm0101152,Jessup
tt1183374,nm1017646,Detective Meara
tt1183732,nm1441714,Key Man
tt1183732,nm1441714,His Father
tt1183732,nm3136753,Tokyo Police Chief Officer
tt1183732,nm3136514,Barabara Man
tt1183732,nm1218886,\N
tt1183923,nm0001254,Doug Riley
tt1183923,nm0003861,Ed
tt1183923,nm0159609,Jerry
tt1183923,nm0629634,Hamilton 'Ham' Watkins
tt1185266,nm0992538,Stan Helsing
tt1185266,nm0860380,Teddy
tt1185266,nm0000558,Kay
tt1185266,nm3650623,Orphan
tt1185266,nm0601092,Crazy
tt1185266,nm2350285,Pleatherface
tt1185266,nm0970805,Fweddy
tt1185266,nm0531960,Hitcher
tt1185416,nm0241049,Nick
tt1185416,nm0000362,Al
tt1185416,nm0004715,Antonio
tt1185416,nm1417647,Lance
tt1185416,nm1009277,Gale
tt1185420,nm0045393,Sameer 'Sam' Acharya
tt1185420,nm1303433,Kunal Chauhan
tt1185420,nm0219967,Abhimanyu 'Abhi' Singh
tt1185420,nm1224082,Murli 'M'
tt1185420,nm2844943,Paul McCartney
tt1185420,nm5330549,Magazine Editor
tt1185431,nm0503567,George Devereaux
tt1185431,nm0719321,Robbie
tt1185431,nm0000102,Dan Devereaux
tt1185431,nm0004949,Becker
tt1185431,nm0462712,Bill Massey
tt1185431,nm0533323,Tom
tt1185431,nm0005202,Charlie
tt1185431,nm0636562,Dr. Harlan Williams
tt1185616,nm1573064,Boaz Rein-Buskila
tt1185616,nm0493787,Carmi Cna'an
tt1185834,nm1782667,Anakin Skywalker
tt1185834,nm0437454,Yoda
tt1185834,nm0437454,Narrator
tt1185834,nm0437454,Admiral Yularen
tt1185834,nm0852517,Obi-Wan Kenobi
tt1185834,nm0852517,4-A7
tt1185834,nm0852517,Medical Droid
tt1185834,nm0048389,Clone Troopers
tt1185834,nm0048389,Captain Rex
tt1185834,nm0048389,Cody
tt1185834,nm0000718,Chancellor Palpatine
tt1185834,nm0000718,Darth Sidious
tt1185834,nm0123553,General Loathsom
tt1185834,nm0123553,Ziro the Hutt
tt1185834,nm0123553,Kronos-327
tt1185834,nm0003214,Battle Droids
tt1185836,nm0199215,Adam Raki
tt1185836,nm0001251,Marty Buchwald
tt1185836,nm0265670,Harlan
tt1185836,nm0513021,Sam Klieber
tt1185836,nm0480775,Mr. Wardlow
tt1185836,nm0388087,Judge
tt1185836,nm0641322,Williams
tt1186367,nm1713653,Raizo
tt1186367,nm0950935,Takeshi
tt1186367,nm0151187,Yakuza Henchman
tt1186367,nm0453489,Yakuza Mohawk
tt1186367,nm0412550,Yakuza Couch
tt1186367,nm0587060,Maslow
tt1186367,nm0437646,Hollywood
tt1186367,nm1716812,Laundromat Manager
tt1186369,nm0753737,Claudy Moreau
tt1186369,nm0740090,Fabio
tt1186369,nm1456114,Sokol
tt1186369,nm0547732,Spirou
tt1186369,nm0332709,L'inspecteur
tt1186369,nm0945063,Andrei
tt1186369,nm0544297,Kostia
tt1186370,nm0005110,Nikki
tt1186370,nm1659221,Harry
tt1186370,nm0111274,Prince Stelio
tt1186370,nm0050156,Sean
tt1186830,nm1540404,Davus
tt1186830,nm1209966,Orestes
tt1186830,nm1678557,Ammonius
tt1186830,nm0003909,Theon
tt1186830,nm1140344,Synesius
tt1186830,nm0259831,Aspasius
tt1186830,nm0759853,Cyril
tt1186830,nm0243983,Olympius
tt1186830,nm1456658,Isidorus
tt1187043,nm0451148,Rancho
tt1187043,nm0534856,Farhan
tt1187043,nm0430817,Raju
tt1187043,nm1224082,Viru Sahastrabudhhe
tt1187043,nm1437925,Chatur
tt1187043,nm0412917,Ranchoddas Chanchad
tt1187043,nm0756378,Farhan's Father
tt1187043,nm1717985,Suhas
tt1187064,nm3620280,Tommy
tt1187064,nm3815288,Jack
tt1187064,nm1168915,Greg
tt1187064,nm1285178,Downey
tt1187064,nm2955013,Victor
tt1187064,nm2159255,Driver
tt1188113,nm0614165,John Skillpa
tt1188113,nm0614165,Emma Skillpa
tt1188113,nm0680983,Maggie
tt1188113,nm0524197,Officer Tom McGonigle
tt1188113,nm0000597,Edmund French
tt1188113,nm0065320,Connor Black
tt1188113,nm0001018,Ray Crill
tt1188113,nm0137882,Neil
tt1188113,nm3878258,Jake
tt1188729,nm0000598,Payton
tt1188729,nm0004936,Bower
tt1188729,nm1544217,Gallo
tt1188729,nm1087183,Manh
tt1188729,nm0745852,Leland
tt1188729,nm0005342,Shepard
tt1188729,nm0377333,Hunter Leader
tt1188729,nm0773134,Insane Officer 'Eden'
tt1188982,nm0006795,Jai Agnihotri
tt1188982,nm0219939,Dashrat Singh
tt1188982,nm0792911,Arjun
tt1188982,nm0046894,Ashok Pradhan
tt1188982,nm0542498,Babban
tt1188982,nm0659156,Dilip Kadam
tt1188982,nm2528716,Imran Siddique
tt1188990,nm1851377,Ole
tt1188990,nm1335915,Herman
tt1188990,nm0769449,Einar
tt1188990,nm1548431,Kim
tt1188990,nm2417479,Sverre
tt1188990,nm3161495,Daniel
tt1188990,nm3162723,Johan
tt1188996,nm0451321,Rizvan Khan
tt1188996,nm2778261,Reese Garrick
tt1188996,nm0631373,Detective Garcia
tt1188996,nm0241935,President Barack Obama
tt1188996,nm0792116,Zakir Khan
tt1188996,nm0196375,Bobby Ahuja
tt1189073,nm0000104,Robert Ledgard
tt1189073,nm1693432,Vicente
tt1189073,nm0959304,Zeca
tt1189073,nm0273464,Fulgencio
tt1189073,nm0351133,Presidente del Instituto de Biotecnología
tt1189340,nm0000190,Mick Haller
tt1189340,nm0000202,Louis Roulet
tt1189340,nm0000513,Frank Levin
tt1189340,nm0524197,Ted Minton
tt1189340,nm0000491,Val Valenzuela
tt1189340,nm0671567,Jesus Martinez
tt1189340,nm0348409,Cecil Dobbs
tt1189340,nm0186505,Detective Lankford
tt1190080,nm0000131,Jackson Curtis
tt1190080,nm0252230,Adrian Helmsley
tt1190080,nm0001624,Carl Anheuser
tt1190080,nm0565336,Gordon Silberman
tt1190080,nm0000437,Charlie Frost
tt1190080,nm0000418,President Thomas Wilson
tt1190080,nm0416699,Noah Curtis
tt1190536,nm0925220,Black Dynamite
tt1190536,nm0002119,Tasty Freeze
tt1190536,nm0203508,Cream Corn
tt1190536,nm0044762,Osiris
tt1190536,nm0060248,Captain Yancy
tt1190536,nm3831009,Kid #1
tt1190539,nm2412823,Joong-ho Eom
tt1190539,nm1978402,Young-min Jee
tt1190539,nm1559446,Detective Lee
tt1190539,nm3853513,Chief of Police
tt1190539,nm0590854,Team Chief
tt1190539,nm3674046,Oh-jot
tt1190617,nm0267659,Michael Malone
tt1190617,nm0001288,Patton
tt1190617,nm0000558,Osama Bin Nielsen
tt1190617,nm0000558,Grandpa
tt1190617,nm0012081,Angel of Death
tt1190617,nm0012081,Trace Adkins
tt1190617,nm2893052,He's Much Fatter in Person.
tt1190617,nm0029890,John F. Kennedy
tt1190617,nm0034309,Mohammed
tt1190617,nm0047487,Celebrity 2
tt1190617,nm0883060,Look Out! It's Those Christians!
tt1191111,nm1140926,Oscar
tt1191111,nm3026521,Alex
tt1191111,nm2728054,Victor
tt1191111,nm0849755,Mario
tt1191111,nm3548147,Bruno
tt1191111,nm2998243,Little Oscar
tt1191111,nm2918938,Tito
tt1192628,nm0000136,Rango
tt1192628,nm0000136,Lars
tt1192628,nm0648249,Spirit of the West
tt1192628,nm0000885,Mayor
tt1192628,nm0000547,Roadkill
tt1192628,nm0631490,Rattlesnake Jake
tt1192628,nm0740535,Doc
tt1192628,nm0740535,Merrimack
tt1192628,nm0740535,Mr. Snuggles
tt1192628,nm0001765,Balthazar
tt1192628,nm0935653,Bad Bill
tt1193138,nm0000123,Ryan Bingham
tt1193138,nm0000867,Craig Gregory
tt1193138,nm0799777,Bob
tt1193138,nm0000385,Maynard Finch
tt1193138,nm1144419,Jim Miller
tt1193138,nm0302108,Steve
tt1193516,nm2201881,Recep Ivedik
tt1193516,nm2900622,Mahmut
tt1193516,nm2944007,Muhsin Basaran
tt1193516,nm1727243,Belboy
tt1193516,nm2943891,\N
tt1193516,nm1726938,Kamyoncu Halil
tt1193516,nm13457377,\N
tt1193516,nm10256526,\N
tt1193631,nm2463696,Luke
tt1193631,nm1782560,Moose
tt1193631,nm2779722,Jacob
tt1193631,nm1361042,Jason
tt1193631,nm2091462,The Santiago Twins
tt1193631,nm2091143,The Santiago Twins
tt1193631,nm2491667,Carlos
tt1194173,nm0719637,Aaron Cross
tt1194173,nm0001570,"Col Eric Byer, USAF, Ret."
tt1194173,nm0001277,Ezra Kramer
tt1194173,nm0005078,Adm Mark Turso USN Ret.
tt1194173,nm1985974,Arthur Ingram
tt1194173,nm1015684,Zev Vendel
tt1194238,nm0309945,The Killer
tt1194238,nm0399424,Jean-François
tt1194238,nm0914234,Jean-François
tt1194238,nm3240720,Éric
tt1194238,nm0495746,Mr. Martineau
tt1194263,nm0000380,Felix Bush
tt1194263,nm0000195,Frank Quinn
tt1194263,nm0085407,Buddy
tt1194263,nm0574468,Rev. Gus Horton
tt1194263,nm0167850,Rev. Charlie Jackson
tt1194263,nm0178376,Carl
tt1194263,nm2400464,WKNG Announcer
tt1194417,nm0000228,Jack Abramoff
tt1194417,nm0001608,Michael Scanlon
tt1194417,nm0001484,Adam Kidan
tt1194417,nm0001295,Bernie Sprague
tt1194417,nm0732758,Federal Agent Patterson
tt1194417,nm0918121,Snake
tt1194417,nm0308208,Tom DeLay
tt1194417,nm4215323,Asian Factory Worker
tt1194616,nm3261379,Maël
tt1194616,nm3260339,Paul-Henri
tt1194616,nm0594956,Arthur
tt1194616,nm3240001,Mehdi
tt1195478,nm0781981,Tom Solomon
tt1195478,nm0695435,Alex Eilhauer
tt1195478,nm0001601,Pete Solomon
tt1195478,nm0682063,George Barnes
tt1195478,nm0968405,Gideon
tt1196141,nm2325393,Greg Heffley
tt1196141,nm2953573,Rowley Jefferson
tt1196141,nm0001872,Frank Heffley
tt1196141,nm3826838,Manny Heffley
tt1196141,nm3827421,Manny Heffley
tt1196141,nm1256602,Rodrick Heffley
tt1196141,nm3557613,Chirag Gupta
tt1196141,nm2124254,Fregley
tt1196204,nm0177396,Freddie Taylor
tt1196204,nm3433735,Bruce Pearson
tt1196204,nm1660027,Snork
tt1196204,nm0315041,Mr. Taylor
tt1196204,nm0000146,Mr Kendrick
tt1196204,nm0328828,Mike Ramsay
tt1196204,nm0818648,Sgt. Wyn Davies
tt1196334,nm1644195,Matthew Andrews
tt1196334,nm1303155,John Marlen
tt1196334,nm2943440,FBI Agent Henry Hem
tt1196334,nm2943434,Eric Nelson
tt1196334,nm3018376,Edward Brown
tt1196948,nm0479471,Charlie Countryman
tt1196948,nm0586568,Nigel
tt1196948,nm0001709,Darko
tt1196948,nm0342488,Karl
tt1196948,nm0118617,Luc
tt1196948,nm0135944,Victor Ibanescu
tt1196948,nm0000352,Bill
tt1196948,nm0278367,Bela
tt1196956,nm0179479,Paul
tt1196956,nm0000538,Roland
tt1196956,nm0188871,Braddon
tt1196956,nm1571439,Matthew
tt1196956,nm0654267,Choirmaster
tt1196956,nm1276507,Dr. Thorpe
tt1197624,nm0124930,Clyde Shelton
tt1197624,nm0004937,Nick Rice
tt1197624,nm0000538,Detective Dunnigan
tt1197624,nm0569226,Jonas Cantrell
tt1197624,nm0409831,Detective Garza
tt1197624,nm0411857,Warden Iger
tt1197624,nm0831601,Clarence Darby
tt1197628,nm0736622,Ronnie
tt1197628,nm0000501,Detective Harrison
tt1197628,nm0671567,Dennis
tt1197628,nm2045884,Mark
tt1197628,nm0687146,Charles
tt1197628,nm1344768,John Yuen
tt1197628,nm1344905,Matt Yuen
tt1198101,nm0004335,Jay Ray
tt1198101,nm0114344,Tony B. Grover
tt1198101,nm0001934,Bob Grover
tt1198101,nm2945270,Robin
tt1198101,nm1905056,Jamaal
tt1198101,nm2366374,Cop
tt1198101,nm1135435,Satpal
tt1198138,nm0252961,Derek
tt1198138,nm0005278,Ben
tt1198138,nm3385764,Kyle
tt1198138,nm3385834,Kyle
tt1198138,nm2117893,Patrick
tt1198156,nm0241049,Evan
tt1198156,nm0728762,Wil
tt1198156,nm0573037,Liam
tt1198156,nm1042741,Bill
tt1198156,nm0236451,Tom
tt1201167,nm0001191,George Simmons
tt1201167,nm0736622,Ira Wright
tt1201167,nm0051509,Clarke
tt1201167,nm1706767,Leo Koenig
tt1201167,nm0005403,Mark Taylor Jackson
tt1201167,nm0753526,Chuck
tt1201607,nm0705356,Harry Potter
tt1201607,nm0342488,Ron Weasley
tt1201607,nm0002091,Professor Albus Dumbledore
tt1201607,nm0000146,Lord Voldemort
tt1201607,nm0000614,Professor Severus Snape
tt1201607,nm1727304,Bill Weasley
tt1201607,nm0001116,Griphook
tt1201607,nm0001116,Professor Filius Flitwick
tt1204340,nm0611932,Joseph
tt1204340,nm0482311,Post Office Cashier
tt1204340,nm4736095,Gurav
tt1204340,nm5153144,Dan
tt1204340,nm3907190,Terry
tt1204340,nm3919894,Paul
tt1204340,nm3890987,Samuel
tt1204340,nm0691586,Bod
tt1204342,nm0781981,Gary
tt1204342,nm0177933,Tex Richman
tt1204342,nm0926209,Kermit
tt1204342,nm0926209,Beaker
tt1204342,nm0926209,Statler
tt1204342,nm1129383,Miss Piggy
tt1204342,nm1129383,Fozzie Bear
tt1204342,nm1129383,Animal
tt1204342,nm0324397,Gonzo
tt1204342,nm0324397,Dr. Bunsen Honeydew
tt1204342,nm0324397,Zoot
tt1204342,nm0057321,Swedish Chef
tt1204342,nm0057321,Rowlf
tt1204342,nm0057321,Dr. Teeth
tt1204342,nm0748843,Scooter
tt1204342,nm0748843,Janice
tt1204342,nm0748843,Miss Poogy
tt1204342,nm0900934,Sgt. Floyd Pepper
tt1204342,nm0900934,Camilla
tt1204342,nm0900934,Sweetums
tt1204975,nm0000134,Paddy
tt1204975,nm0000140,Billy
tt1204975,nm0000151,Archie
tt1204975,nm0000177,Sam
tt1204975,nm1483196,Dean
tt1204975,nm0539082,Lonnie
tt1204975,nm0058372,Maurice
tt1204975,nm1013003,Ezra
tt1204977,nm2973326,Trevor
tt1204977,nm0808022,Pete
tt1205489,nm0000142,Walt Kowalski
tt1205489,nm3057402,Thao
tt1205489,nm1542291,Father Janovich
tt1205489,nm0355083,Mitch Kowalski
tt1205489,nm0397788,Steve Kowalski
tt1205489,nm0002253,Barber Martin
tt1205489,nm0384771,Tim Kennedy
tt1205535,nm0058581,Aram Finklestein
tt1205535,nm2006782,Frank Jr. - Age 7
tt1205535,nm1827376,Mitch
tt1205535,nm0730168,Frank
tt1205535,nm0773884,Trevor
tt1205537,nm1517976,Jack Ryan
tt1205537,nm0000126,Thomas Harper
tt1205537,nm0000110,Viktor Cherevin
tt1205537,nm0473814,Constantin
tt1205537,nm4110469,Aleksandr Borovsky
tt1205537,nm0027800,Dimitri Lemkov
tt1205537,nm1996829,Embee Deng
tt1205537,nm1341829,Teddy Hefferman
tt1205558,nm0191412,Clement
tt1205558,nm1519666,Eddie
tt1205558,nm5087087,Kid #1
tt1205558,nm0609845,Nick
tt1205558,nm0660986,Male Barfly
tt1205558,nm1151899,Ray
tt1206543,nm0000288,Russell Baze
tt1206543,nm0000729,Rodney Baze Jr.
tt1206543,nm0000437,Harlan DeGroat
tt1206543,nm0161893,Man at Drive In
tt1206543,nm0001731,Gerald 'Red' Baze
tt1206543,nm0641703,Rodney Baze Sr.
tt1206543,nm0101005,Dan Dugan
tt1206885,nm0000230,John Rambo
tt1206885,nm0673824,Hugo Martinez
tt1206885,nm1370408,Don Manuel
tt1206885,nm2099799,El Flaco
tt1206885,nm1049982,Victor Martinez
tt1206885,nm7091593,Heli Pilot
tt1210042,nm0000152,Eddie
tt1210042,nm0000332,Tango
tt1210042,nm0000160,Sal
tt1210042,nm0000648,Caz
tt1210042,nm0001599,Lt. Bill Hobarts
tt1210042,nm0931324,Red
