tconst,nconst,character
tt0062168,nm0232019,Doctor Roney
tt0062168,nm0445139,Quatermass
tt0062168,nm0002103,Colonel Breen
tt0062168,nm0483653,Sladden
tt0062168,nm0550789,Captain Potter
tt0062168,nm0178741,Howell
tt0062168,nm0724967,Minister
tt0062168,nm0852425,Police Sergeant Ellis
tt0062168,nm0328708,Sergeant Cleghorn
tt0062229,nm0001128,Jef Costello
tt0062229,nm0673749,Le Commissaire
tt0062229,nm0503761,L'homme de la passerelle
tt0062229,nm0092330,Wiener
tt0062229,nm0269376,Le barman
tt0062229,nm0692680,Olivier Rey
tt0062229,nm0289516,1er inspecteur
tt0062376,nm0001627,Mark Thackeray
tt0062376,nm0730938,Denham
tt0062376,nm0001933,Theo Weston
tt0062376,nm0158348,Potter
tt0062407,nm0001215,Mark Wallace
tt0062407,nm0200122,Howard Manchester
tt0062407,nm0202405,Maurice Dalbret
tt0062407,nm0221107,David
tt0062467,nm0000273,Roat
tt0062467,nm0000273,Roat Jr.
tt0062467,nm0000273,Roat Sr.
tt0062467,nm0001077,Mike Talman
tt0062467,nm0956544,Sam Hendrix
tt0062467,nm0922967,Carlino
tt0062467,nm0000913,Boy Tossing Ball
tt0062467,nm0215968,The Old Man
tt0062467,nm0002072,French-Canadian Radio Speaker
tt0062467,nm0002072,French-Canadian Radio Speaker
tt0062472,nm0000078,Taw Jackson
tt0062472,nm0000018,Lomax
tt0062472,nm0444476,Levi Walking Bear
tt0062472,nm0907480,Billy Hyatt
tt0062472,nm0943978,Wes Fletcher
tt0062472,nm0127677,Frank Pierce
tt0062472,nm0001136,Hammond
tt0062472,nm0262775,Deputy Hoag
tt0062480,nm0946179,Roland Durand
tt0062480,nm0435726,Le chef du Front de Libération de la Seine et Oise
tt0062480,nm0012734,Gros Poucet
tt0062480,nm0070987,Un membre du FLSO
tt0062480,nm0183716,Man From Farmyard
tt0062480,nm0207623,Revolutionary
tt0062480,nm0228032,Mon frère africain
tt0062512,nm0000125,James Bond
tt0062512,nm0848533,Tiger Tanaka
tt0062512,nm0793574,Mr. Osato
tt0062512,nm0000587,Blofeld
tt0062512,nm0496866,'M'
tt0062512,nm0005155,'Q'
tt0062622,nm0001158,Dr. Dave Bowman
tt0062622,nm0516972,Dr. Frank Poole
tt0062622,nm0843213,Dr. Heywood R. Floyd
tt0062622,nm0725220,Moon-Watcher
tt0062622,nm0744436,Dr. Andrei Smyslov
tt0062622,nm0064235,Dr. Ralph Halvorsen
tt0062622,nm0838330,Dr. Bill Michaels
tt0062622,nm0706937,HAL 9000
tt0062622,nm15447157,Mission Controller
tt0062687,nm0136789,Astérix
tt0062687,nm0136789,Idéfix
tt0062687,nm0136789,L'espion de César
tt0062687,nm0603600,Obélix
tt0062687,nm0051281,Tournevis
tt0062687,nm0091053,Lion
tt0062687,nm0156737,Voix additionnelles
tt0062687,nm0868139,Numérobis
tt0062687,nm0868139,Abraracourcix
tt0062687,nm0868139,Un mercenaire
tt0062687,nm0202081,Voix additionnelles
tt0062687,nm0307442,Voix additionnelles
tt0062687,nm0404021,Voix additionnelles
tt0062695,nm0529543,Antoine Doinel
tt0062695,nm0003909,Georges Tabard
tt0062695,nm0366061,Monsieur Henri
tt0062695,nm0265948,Monsieur Blady
tt0062695,nm0147561,Lucien Darbon
tt0062711,nm0492342,Pygar
tt0062711,nm0642675,Concierge
tt0062711,nm0642675,Durand-Durand
tt0062711,nm0545131,Professor Ping
tt0062711,nm0202405,President of Earth
tt0062711,nm0167866,The Revolutionary
tt0062711,nm0549659,Captain Sun
tt0062711,nm0615607,The General
tt0062755,nm0000348,Albert DeSalvo
tt0062755,nm0000020,John S. Bottomly
tt0062755,nm0001421,Phil DiNatale
tt0062755,nm0446037,Julian Soshnick
tt0062755,nm0368836,Terence Huntley
tt0062755,nm0358069,Frank McAfee
tt0062755,nm0179786,John Asgeirsson
tt0062755,nm0551234,Edward W. Brooke
tt0062755,nm0903667,Peter Hurkos
tt0062759,nm0631994,Semyon Semyonych Gorbunkov
tt0062759,nm0631994,Senya
tt0062759,nm0592490,Gennadiy 'Gesha' Kozodoev
tt0062759,nm0660311,Lyolik
tt0062759,nm0154998,Captain Mikhail Ivanovich
tt0062759,nm0347887,Lieutenant Volodya
tt0062759,nm0277139,Evgeniy Ladyzhenskiy - Guest from Kolyma
tt0062759,nm0159594,Senior Foreign Smuggler
tt0062765,nm0000537,Det. Lt. Frank Bullitt
tt0062765,nm0001816,Walter Chalmers
tt0062765,nm0330150,Det. Delgetti
tt0062765,nm0000380,Weissberg - Cab Driver
tt0062765,nm0643000,Captain Sam Bennet
tt0062765,nm0001205,Captain Baker
tt0062765,nm0113617,Dr. Willard
tt0062765,nm0850607,Eddy - Defense Lawyer
tt0062765,nm0717947,Det. Carl Stanton
tt0062803,nm0001813,Caractacus Potts
tt0062803,nm0420383,Grandpa Potts
tt0062803,nm0001350,Toymaker
tt0062803,nm0002085,Baron Bomburst
tt0062803,nm0433150,Lord Scrumptious
tt0062803,nm0375818,Child Catcher
tt0062803,nm0355265,Jeremy
tt0062824,nm0000142,Coogan
tt0062824,nm0002011,Lt. McElroy
tt0062824,nm0835144,James Ringerman
tt0062824,nm0876451,Sheriff McCrea
tt0062824,nm0250066,Sgt. Jackson
tt0062824,nm0225045,Running Bear
tt0062873,nm0001995,Etienne
tt0062873,nm0674742,Maxence
tt0062873,nm0681566,Simon Dame
tt0062873,nm0722976,Guillaume Lancien
tt0062873,nm0197697,Bill
tt0062873,nm0190595,Subtil Dutrouz
tt0062952,nm0549134,Richard Forst
tt0062952,nm0001025,Chet
tt0062952,nm0237134,Freddie Draper
tt0062952,nm0043088,Jim McCarthy
tt0062952,nm0201174,Joe Jackson
tt0062994,nm0001725,Nick Arnstein
tt0062994,nm0682074,Florenz Ziegfeld
tt0062994,nm0020754,Eddie Ryan
tt0062994,nm0596056,Branca
tt0062994,nm0269709,Keeney
tt0063032,nm0004462,Gordon
tt0063032,nm0004462,Silence
tt0063032,nm0001428,Tigrero
tt0063032,nm0001428,Loco
tt0063032,nm0938231,Sheriff Gideon Burnett
tt0063032,nm0685559,Henry Pollicut
tt0063032,nm0103828,Martin
tt0063032,nm0195258,Governor of Utah
tt0063035,nm0000078,Col. Mike Kirby
tt0063035,nm0418148,George Beckworth
tt0063035,nm0001380,Sgt. Petersen
tt0063035,nm0712731,Sgt. Muldoon
tt0063035,nm0820566,Sgt. Doc McGee
tt0063035,nm0127677,Col. Morgan
tt0063035,nm0814530,Col. Cai
tt0063035,nm0001786,Capt. Nim
tt0063035,nm0915618,Lt. Jamison
tt0063035,nm0039435,Sgt. Provo
tt0063121,nm0001369,Cdr. James Ferraday
tt0063121,nm0000308,Boris Vaslov
tt0063121,nm0001526,David Jones
tt0063121,nm0000987,Capt. Leslie Anders
tt0063121,nm0082300,Lt. Russell Walker
tt0063121,nm0634313,Admiral Garvey
tt0063121,nm0458033,Col. Ostrovsky
tt0063121,nm0641663,Lt. Cdr. Bob Raeburn
tt0063121,nm0366894,Lt. Jonathan Hansen
tt0063121,nm0741587,Lt. George Mills
tt0063227,nm0000564,Henry II
tt0063227,nm0000164,Richard
tt0063227,nm0145284,Geoffrey
tt0063227,nm0856050,John
tt0063227,nm0001096,Philip II
tt0063227,nm0830740,William Marshal
tt0063227,nm0412339,Queen Eleanor's Guard
tt0063227,nm0925713,Bishop of Durham
tt0063285,nm0001637,Matthew Hopkins
tt0063285,nm0644707,Richard Marshall
tt0063285,nm0203959,John Lowes
tt0063285,nm0943859,Cromwell
tt0063285,nm0104183,Master Loach
tt0063285,nm0751416,John Stearne
tt0063285,nm0378237,Trooper Swallow
tt0063285,nm0783007,Salter
tt0063285,nm0067258,Captain Gordon
tt0063350,nm0427977,Ben
tt0063350,nm0362457,Harry Cooper
tt0063350,nm0915593,Tom
tt0063350,nm0185804,Newscaster
tt0063350,nm0185804,Zombie
tt0063350,nm0386100,Zombie
tt0063350,nm0466916,Sheriff McClelland
tt0063374,nm0000493,Felix Ungar
tt0063374,nm0000527,Oscar Madison
tt0063374,nm0275835,Vinnie
tt0063374,nm0248983,Murray
tt0063374,nm0790905,Roy
tt0063374,nm0354261,Speed
tt0063374,nm0022326,Matty Alou
tt0063385,nm0504492,Oliver
tt0063385,nm0600531,Fagin
tt0063385,nm0001657,Bill Sikes
tt0063385,nm0781183,Bumble
tt0063385,nm0928349,The Artful Dodger
tt0063385,nm0341518,Magistrate
tt0063385,nm0640561,Mr. Brownlow
tt0063385,nm0744436,Sowerberry
tt0063415,nm0000634,Hrundi V. Bakshi
tt0063415,nm0154811,Bernard Stein
tt0063415,nm0188398,Wells
tt0063442,nm0000032,George Taylor
tt0063442,nm0001522,Cornelius
tt0063442,nm0263052,Dr. Zaius
tt0063442,nm0926235,President of the Assembly
tt0063442,nm0198446,Honorious
tt0063442,nm0348248,Landon
tt0063442,nm0905998,Lucius
tt0063442,nm0661416,Maximus
tt0063462,nm0609216,Max Bialystock
tt0063462,nm0000698,Leo Bloom
tt0063462,nm0790071,L.S.D. - Lorenzo St. DuBois
tt0063462,nm0550318,Franz Liebkind
tt0063462,nm0381973,Roger De Bris
tt0063462,nm0903867,Carmen Ghia
tt0063462,nm0205163,Production Tenor
tt0063518,nm0926013,Romeo
tt0063518,nm0568491,Mercutio
tt0063518,nm0642675,Friar Laurence
tt0063518,nm0827137,The Prince
tt0063518,nm0001868,Tybalt
tt0063518,nm0732430,Benvolio
tt0063518,nm0362557,Lord Capulet
tt0063522,nm0001023,Guy Woodhouse
tt0063522,nm0085782,Roman Castevet
tt0063522,nm0263052,Hutch
tt0063522,nm0000897,Dr. Sapirstein
tt0063522,nm0176879,Mr. Nicklas
tt0063555,nm0017934,Poet as a Child
tt0063555,nm0303334,Poet in the Cloister
tt0063555,nm0311731,Poet as an Old Man
tt0063555,nm0046528,Poet's Father
tt0063555,nm1784671,Prince
tt0063555,nm0590979,Prince
tt0063555,nm0025002,\N
tt0063555,nm1354322,\N
tt0063611,nm0001884,"Jan Rosenberg, Evas man"
tt0063611,nm0299827,"Filip, gerillaledare"
tt0063611,nm0085038,"överste Jacobi, borgmästare"
tt0063611,nm0019244,"Fredrik Lobelius, antikhandlare"
tt0063611,nm0458047,"Oswald, lärare i förhörslokalen"
tt0063611,nm0839244,Förhörsledaren
tt0063611,nm0423885,Läkaren i förhörslokalen
tt0063611,nm0803672,Tv-intervjuaren
tt0063663,nm0000044,Ned Merrill
tt0063663,nm1060280,Donald Westerhazy
tt0063663,nm0278446,Howie Hunsacker
tt0063663,nm0307260,Ticket Seller
tt0063671,nm0641517,Bobby Thompson
tt0063671,nm0000472,Byron Orlok
tt0063671,nm0113769,Robert Thompson Sr.
tt0063671,nm0677011,Ed Loughlin
tt0063671,nm0056310,Kip Larkin
tt0063671,nm0484842,Marshall Smith
tt0063671,nm0174459,Drive-In Manager
tt0063678,nm0000654,The Visitor
tt0063678,nm0320988,"Paolo, the father"
tt0063678,nm0190222,"Pietro, the son"
tt0063678,nm0205793,Angelino - the Messenger
tt0063678,nm0210235,Boy
tt0063678,nm0053700,Il ragazzo alla stazione
tt0063688,nm0000537,Thomas Crown
tt0063688,nm0121826,Eddy Malone
tt0063688,nm0922967,Erwin
tt0063688,nm0570161,Sandy
tt0063688,nm0693994,Abe
tt0063688,nm0684521,Jamie
tt0063688,nm0001433,Carl
tt0063688,nm0035954,Arnie
tt0063759,nm0001884,Johan Borg
tt0063759,nm0753062,Lindhorst
tt0063759,nm0430746,Baron von Merkens
tt0063759,nm0423885,Heerbrand
tt0063759,nm0025940,Ernst von Merkens
tt0063803,nm0000172,J.R.
tt0063803,nm0475580,Joey
tt0063803,nm0768753,Sally Gaga
tt0063803,nm0636140,Harry
tt0063803,nm0591431,Iggy at Party
tt0063803,nm0137996,Boy in Copake
tt0063823,nm0005200,Paul
tt0063823,nm0365600,George
tt0063823,nm0823592,Ringo
tt0063823,nm0006168,John
tt0063823,nm1397313,The Beatles
tt0063823,nm0029618,Ringo Starr
tt0063823,nm0029618,Chief Blue Meanie
tt0063823,nm0029618,George
tt0063823,nm0166979,John Lennon
tt0063823,nm0256289,"Jeremy Hillary Boob, Ph.D. - Nowhere Man"
tt0063823,nm0256289,Lord Mayor
tt0063823,nm0256289,Max
tt0063823,nm0400616,Paul McCartney
tt0063823,nm0672886,Old Fred
tt0063850,nm0000532,Mick - Crusader
tt0063850,nm0939642,Johnny - Crusader
tt0063850,nm0913264,Wallace - Crusader
tt0063850,nm0916999,Bobby Philips - Crusader
tt0063850,nm0841723,Rowntree - Whip
tt0063850,nm0858930,Denson - Whip
tt0063850,nm0128262,Fortinbras - Whip
tt0063850,nm0819841,Barnes - Whip
tt0063850,nm0420312,Headmaster - Staff
tt0064040,nm0893341,Philippe Gerbier
tt0064040,nm0582890,Luc Jardie
tt0064040,nm0144045,Jean François Jardie
tt0064040,nm0542690,Claude Ullmann dit 'Le Masque'
tt0064040,nm0186567,Felix Lepercq
tt0064040,nm0053607,Guillaume Vermersch dit 'Le Bison'
tt0064040,nm0716577,The hairdresser
tt0064040,nm0223072,Colonel Passy
tt0064040,nm0215303,Legrain
tt0064072,nm0000323,Squadron Leader Canfield
tt0064072,nm0002145,Air Vice Marshal Keith Park
tt0064072,nm0028674,Senior Civil Servant
tt0064072,nm0432007,Baron von Richter
tt0064072,nm0574534,Sgt. Pilot Andy
tt0064072,nm0603336,Group Capt. Baker
tt0064072,nm0000059,Air Chief Marshal Sir Hugh Dowding
tt0064072,nm0665902,Group Capt. Hope
tt0064072,nm0001626,Squadron Leader Colin Harvey
tt0064072,nm0714878,Air Vice Marshal Evill
tt0064110,nm0001719,Lt. Phil Hartman
tt0064110,nm0001816,Maj. Paul Krueger
tt0064110,nm0001262,Sgt. Angelo
tt0064110,nm0226947,Maj. Barnes
tt0064110,nm0550855,Brig. Gen. Shinner
tt0064110,nm0886870,Gen. Von Brock
tt0064110,nm0088083,Capt. Carl Schmidt
tt0064110,nm0717946,Holzgang
tt0064110,nm0360889,Capt. Otto Baumann
tt0064115,nm0000056,Butch Cassidy
tt0064115,nm0000602,The Sundance Kid
tt0064115,nm0001510,Percy Garris
tt0064115,nm0428216,Bike Salesman
tt0064115,nm0179786,Sheriff Bledsoe
tt0064115,nm0299149,Woodcock
tt0064115,nm0144252,Harvey Logan
tt0064115,nm0550318,Marshal
tt0064116,nm0000020,Frank
tt0064116,nm0000314,Harmonica
tt0064116,nm0001673,Manuel 'Cheyenne' Gutiérrez
tt0064116,nm0275213,Morton - Railroad Baron
tt0064116,nm0832375,Sam
tt0064116,nm0834754,Stony - Member of Frank's Gang
tt0064116,nm0001181,Snaky - Member of Frank's Gang
tt0064116,nm0943978,Sheriff - Auctioneer
tt0064116,nm0938231,Brett McBain
tt0064117,nm0000527,Dr. Julian Winston
tt0064117,nm0922967,Harvey Greenfield
tt0064117,nm0502360,Igor Sullivan
tt0064117,nm0780005,Señor Arturo Sanchez
tt0064117,nm0153407,Mr. Shirley - Record Store Manager
tt0064117,nm0757266,Miss Dickinson's Nephew
tt0064177,nm0000967,Dr. Charles Forbin
tt0064177,nm0684521,The President
tt0064177,nm0769974,CIA Director Grauber
tt0064177,nm0744598,Russian Chairman
tt0064177,nm0113617,Dr. John F. Fisher
tt0064177,nm0756082,Dr. Blake
tt0064177,nm0734858,Dr. Kuprin
tt0064177,nm0112138,Dr. Jefferson J. Johnson
tt0064276,nm0001228,Wyatt
tt0064276,nm0000454,Billy
tt0064276,nm0000197,George Hanson
tt0064276,nm0579234,Jesus
tt0064276,nm0817489,Connection
tt0064276,nm0556349,Bodyguard
tt0064276,nm0278258,Rancher
tt0064276,nm0039435,Stranger on Highway
tt0064418,nm0000527,Horace Vandergelder
tt0064418,nm0186903,Cornelius Hackl
tt0064418,nm0516906,Barnaby Tucker
tt0064418,nm0876585,Ambrose Kemper
tt0064418,nm0403588,Rudolph Reisenweber
tt0064505,nm0000323,Charlie Croker
tt0064505,nm0002021,Mr. Bridger
tt0064505,nm0001350,Professor Simon Peach
tt0064505,nm0885203,Altabani
tt0064505,nm0065777,Freddie
tt0064505,nm0106387,Beckerman
tt0064505,nm0494452,Governor
tt0064505,nm0256584,Birkinshaw
tt0064541,nm0103193,Billy
tt0064541,nm0323093,Mr. Sugden
tt0064541,nm0282001,Jud
tt0064541,nm0919815,Mr. Farthing
tt0064541,nm0101122,Mr. Gryce
tt0064541,nm0040381,Youth Employment Officer
tt0064541,nm0099477,\N
tt0064541,nm0443328,Comedian at Pub
tt0064541,nm0140998,\N
tt0064603,nm0427894,Jim Douglas
tt0064603,nm0866835,Peter Thorndyke
tt0064603,nm0004983,Tennessee Steinmetz
tt0064603,nm0283499,Havershaw
tt0064603,nm0284538,Tang Wu
tt0064603,nm0743533,Detective
tt0064603,nm0445868,Police Sgt.
tt0064603,nm0334686,Association President
tt0064612,nm0004462,Jean-Louis
tt0064612,nm0900004,Vidal
tt0064612,nm0463098,Concert Violinist
tt0064612,nm0529571,Priest
tt0064615,nm0000060,Sheriff Mackenna
tt0064615,nm0001725,John Colorado
tt0064615,nm0001699,Sergeant Tibbs
tt0064615,nm0943978,Sanchez
tt0064615,nm0144252,Hachita
tt0064615,nm0002011,The Editor
tt0064615,nm0557339,The Preacher
tt0064615,nm0580565,The Storekeeper
tt0064665,nm0000163,Ratso
tt0064665,nm0000685,Joe Buck
tt0064665,nm0569410,Mr. O'Daniel
tt0064665,nm0400464,Towny
tt0064665,nm0710250,Woodsy Niles - Texas
tt0064665,nm4734214,Little Joe - Texas
tt0064757,nm0493872,James Bond
tt0064757,nm0001699,Blofeld
tt0064757,nm0275213,Draco
tt0064757,nm0048468,Sir Hilary Bray
tt0064757,nm0496866,'M'
tt0064757,nm0395420,Campbell
tt0064757,nm0005155,'Q'
tt0064782,nm0001511,Ben Rumson
tt0064782,nm0000142,Pardner
tt0064782,nm0696193,Rotten Luck Willie
tt0064782,nm0001827,Mad Jack Duncan
tt0064782,nm0510069,Horton Fenty
tt0064782,nm0223283,Parson
tt0064782,nm0640188,Horace Tabor
tt0064782,nm0048256,Haywood Holbrook
tt0064782,nm0062667,Mr. Fenty
tt0064793,nm0001884,Andreas Winkelman
tt0064793,nm0001884,Self
tt0064793,nm0430746,Elis Vergérus
tt0064793,nm0430746,Self
tt0064793,nm0375167,Johan Andersson
tt0064793,nm0299827,Verner
tt0064793,nm1218448,\N
tt0064793,nm0000005,Narrator
tt0064793,nm0000005,Narrator
tt0064793,nm0137324,Police Officer
tt0064840,nm0413561,Gordon Lowther
tt0064840,nm0827137,Teddy Lloyd
tt0064940,nm0693318,Encolpio
tt0064940,nm0445657,Ascilto
tt0064940,nm0097034,Gitone
tt0064940,nm0709951,Eumolpo
tt0064940,nm0738609,Trimalcione
tt0064940,nm0192490,Lica
tt0064940,nm0266742,Vernacchio
tt0065051,nm0001258,Jason
tt0065051,nm0000974,Pa Danby
tt0065051,nm0604702,Olly Perkins
tt0065051,nm0001181,Jake
tt0065051,nm0428216,Henry Jackson
tt0065051,nm0001136,Joe Danby
tt0065051,nm0099071,Thomas Devery
tt0065051,nm0262775,Tom Danby
tt0065051,nm0121900,Fred Johnson
tt0065063,nm0000095,Virgil Starkwell
tt0065063,nm0384787,Fritz - Director
tt0065063,nm0152452,Jake - Convict
tt0065063,nm0581005,Al - Bank Robber
tt0065063,nm0026841,Chain Gang Warden
tt0065063,nm0832573,Fred
tt0065063,nm0330427,Vince
tt0065063,nm0614549,Frank
tt0065088,nm0765546,Robert
tt0065088,nm0949574,Rocky
tt0065088,nm0000999,Sailor
tt0065088,nm0175700,Rollo
tt0065088,nm0001136,James
tt0065088,nm0506891,Turkey
tt0065088,nm0276341,Joel
tt0065112,nm0821277,Andre Devereaux
tt0065112,nm0006893,Rico Parra
tt0065112,nm0681566,Jacques Granville
tt0065112,nm0634159,Henri Jarre
tt0065112,nm0836977,Francois Picard
tt0065112,nm0037036,Boris Kusenov
tt0065112,nm0001975,Philippe Dubois
tt0065126,nm0000078,Rooster Cogburn
tt0065126,nm0004794,'La Boeuf'
tt0065126,nm0805177,Emmett Quincy
tt0065126,nm0000380,Ned Pepper
tt0065126,nm0000454,'Moon'
tt0065126,nm0753086,Goudy
tt0065126,nm0001510,Col. G. Stonehill
tt0065126,nm0179786,Tom Chaney
tt0065126,nm0811824,Capt. Boots Finch
tt0065134,nm0000142,Hogan
tt0065134,nm0299578,Colonel Beltran
tt0065134,nm0605494,General LeClaire
tt0065134,nm0799108,1st American
tt0065134,nm0446514,2nd American
tt0065134,nm0261930,Juan
tt0065134,nm0194745,Juan's Father
tt0065134,nm0161657,Horacio
tt0065143,nm0615540,Sam Dalmas
tt0065143,nm0758066,Inspector Morosini
tt0065143,nm0706770,Alberto Ranieri
tt0065143,nm0738949,Professor Carlo Dover
tt0065143,nm0144693,Monti
tt0065143,nm0000728,Berto Consalvi
tt0065143,nm0666480,Faiena
tt0065143,nm0224034,Garullo
tt0065207,nm0000009,Maj. Smith
tt0065207,nm0000142,Lt. Schaffer
tt0065207,nm0943859,Col. Turner
tt0065207,nm0394588,Adm. Rolland
tt0065207,nm0396819,Christiansen
tt0065207,nm0055134,Berkeley
tt0065207,nm0820109,Thomas
tt0065207,nm0064235,Brig. Gen. George Carnaby
tt0065207,nm0930180,Sgt. Harrod
tt0065214,nm0000034,Pike
tt0065214,nm0000308,Dutch
tt0065214,nm0752813,Thornton
tt0065214,nm0639529,Sykes
tt0065214,nm0643105,Lyle Gorch
tt0065214,nm0844969,Angel
tt0065214,nm0424565,Tector Gorch
tt0065214,nm0273477,Mapache
tt0065214,nm0001510,Coffer
tt0065214,nm0428618,T.C
tt0065234,nm0598971,Z
tt0065234,nm0004462,Le juge d'instruction
tt0065234,nm0673749,Le procureur
tt0065234,nm0674742,Le photojournaliste
tt0065234,nm0219342,Manuel
tt0065234,nm0245240,Le général de gendarmerie Missou
tt0065234,nm0350196,Nick
tt0065234,nm0294401,Matt
tt0065234,nm0102566,Vago
tt0065377,nm0000044,Mel Bakersfeld
tt0065377,nm0001509,Vernon Demerest
tt0065377,nm0001421,Joe Patroni
tt0065377,nm0001336,D.O. Guerrero
tt0065377,nm0625167,Anson Harris
tt0065421,nm0365201,O'Malley
tt0065421,nm0001359,Roquefort
tt0065421,nm0001079,Scat Cat
tt0065421,nm0934593,Chinese Cat
tt0065421,nm0399913,English Cat
tt0065421,nm0780005,Italian Cat
tt0065421,nm0712391,Russian Cat
tt0065421,nm0163849,Berlioz
tt0065446,nm0001673,Cable Hogue
tt0065446,nm0001831,Reverend Joshua Douglas Sloan
tt0065446,nm0001510,Bowen
tt0065446,nm0001620,Ben Fairchild
tt0065446,nm0428618,Taggart
tt0065446,nm0926338,Cushing
tt0065446,nm0035866,Quittner
tt0065446,nm0262775,Clete
tt0065446,nm0590831,Jensen
tt0065462,nm0002082,John Brent
tt0065462,nm0263052,Dr. Zaius
tt0065462,nm0000032,Colonel George Taylor
tt0065462,nm0724268,Mendez
tt0065462,nm0120658,Fat Man
tt0065462,nm0339834,Ursus
tt0065462,nm0179786,Caspay
tt0065466,nm0493677,Ronnie (Z-Man) Barzell
tt0065466,nm0088793,Lance Rocke
tt0065466,nm0348611,Harris Allsworth
tt0065466,nm0656188,Emerson Thorne
tt0065528,nm0000273,Yossarian
tt0065528,nm0000842,Colonel Cathcart
tt0065528,nm0000907,Major Danby
tt0065528,nm0307316,Nately
tt0065528,nm0318527,Doc Daneeka
tt0065528,nm0377750,Colonel Korn
tt0065528,nm0627878,Major Major
tt0065528,nm0000578,Chaplain Tappman
tt0065528,nm0000640,Dobbs
tt0065531,nm0001128,Corey
tt0065531,nm0100186,Le Commissaire Francois Mattei
tt0065531,nm0002231,Vogel
tt0065531,nm0598971,Jansen
tt0065531,nm0186567,Le Receleur
tt0065531,nm0024940,L'inspecteur général de la police
tt0065531,nm0171772,Le Gardien de prison
tt0065531,nm0252573,Rico
tt0065531,nm0692680,L'assistant de Mattei
tt0065531,nm0673749,Santi
tt0065547,nm0000078,John Chisum
tt0065547,nm0875861,Lawrence Murphy
tt0065547,nm0313387,Dan Nodeen
tt0065547,nm0424565,James Pepper
tt0065547,nm0179148,Pat Garrett
tt0065547,nm0697785,Alex McSween
tt0065547,nm0127677,Sheriff Brady
tt0065547,nm0461549,Henry Tunstall
tt0065547,nm0001395,Jess Evans
tt0065571,nm0004462,Marcello Clerici
tt0065571,nm0608311,Manganiello
tt0065571,nm0850254,Professor Quadri
tt0065571,nm0315984,Il colonnello
tt0065571,nm0702773,Italo Montanari
tt0065571,nm0535488,Confessore
tt0065571,nm0352157,Cieco ubriaco
tt0065622,nm0162948,Ciappelletto
tt0065622,nm0205793,Andreuccio of Perugia
tt0065622,nm0431270,Rustico
tt0065622,nm0024187,Masetto of Lamporecchio
tt0065622,nm0956350,Monk
tt0065622,nm0188233,\N
tt0065622,nm0001596,Allievo di Giotto
tt0065622,nm0409665,Lizio da Valbona
tt0065651,nm0529543,Antoine Doinel
tt0065651,nm0147561,Lucien Darbon
tt0065651,nm0099429,Le voisin ténor
tt0065651,nm0536536,L'ami de Césarin
tt0065724,nm0000197,Robert Eroica Dupea
tt0065724,nm0124100,Elton
tt0065724,nm0821489,Recording Engineer
tt0065761,nm0002082,Carlo Giordani
tt0065761,nm0001500,Franco Arnò
tt0065761,nm0135548,Police Supt. Spimi
tt0065761,nm0290955,Dr. Braun
tt0065761,nm0716569,Dr. Casoni
tt0065761,nm0019605,Dr. Calabresi
tt0065761,nm0174627,Righetto - Cameraman
tt0065761,nm0266765,Gigi - Loser
tt0065772,nm0108400,Jérôme
tt0065772,nm0266028,Gilles
tt0065772,nm0524528,Vincent
tt0065832,nm0822205,Pretzie
tt0065832,nm0000216,Hercules
tt0065832,nm0439170,Professor Camden
tt0065832,nm0336278,Zeus
tt0065832,nm0123373,Rod Nelson
tt0065832,nm0326108,Maxie
tt0065832,nm0058496,Nitro
tt0065889,nm0002231,Police Inspector
tt0065889,nm0002231,Dottore
tt0065889,nm0764369,Police Commissioner
tt0065889,nm0650010,Brigadier Biglia
tt0065889,nm0870806,Antonio Pace
tt0065889,nm0231572,Mangani
tt0065889,nm0719354,Nicola Panunzio
tt0065889,nm0287530,Augusta Terzi's Husband
tt0065889,nm0244602,Canes
tt0065938,nm0000142,Private Kelly
tt0065938,nm0001699,Sergeant Big Joe
tt0065938,nm0725543,Crapgame
tt0065938,nm0005279,General Colt
tt0065938,nm0000661,Sergeant Oddball
tt0065938,nm0533891,Private Moriarty
tt0065938,nm0118608,Captain Maitland
tt0065938,nm0546765,Private Little Joe
tt0065938,nm0606628,Private Cowboy
tt0065938,nm0202501,Private Gutowski
tt0065988,nm0000163,Jack Crabb
tt0065988,nm0313381,Old Lodge Skins
tt0065988,nm0000842,Mr. Merriweather
tt0065988,nm0612321,General Custer
tt0065988,nm0179786,Wild Bill Hickok
tt0065988,nm0514508,Little Horse
tt0066011,nm0641939,Oliver Barrett IV
tt0066011,nm0549134,Phil Cavilleri
tt0066011,nm0001537,Oliver Barrett III
tt0066011,nm0638812,Dean Thompson
tt0066011,nm0908246,Dr. Shapeley
tt0066011,nm0595281,Dr. Addison
tt0066011,nm0200113,Ray - Oliver's Roommate
tt0066011,nm0000169,Hank - Oliver's Roommate
tt0066026,nm0000661,Hawkeye Pierce
tt0066026,nm0001285,Trapper John McIntyre
tt0066026,nm0000643,Duke Forrest
tt0066026,nm0000380,Maj. Frank Burns
tt0066026,nm0100911,Lt. Col. Henry Blake
tt0066026,nm0041281,Father John Mulcahy
tt0066026,nm0035069,Sgt. Major Vollmer
tt0066026,nm0121400,Cpl. 'Radar' O'Reilly
tt0066049,nm0001321,John Morgan
tt0066049,nm0309070,Batise
tt0066049,nm0876797,Yellow Hand
tt0066049,nm0852305,Joe
