nconst,primaryName
nm0502391,Umberto Lenzi
nm0502577,Brett Leonard
nm0502954,John R. Leonetti
nm0503259,Peter Lepeniotis
nm0503777,Mervyn LeRoy
nm0504267,Jalil Lespert
nm0504495,Mark L. Lester
nm0504496,Herschell Gordon Lewis
nm0504513,Richard Lester
nm0504642,Louis Leterrier
nm0504654,Jørgen Leth
nm0504802,Sheldon Lettich
nm0505152,Brian Levant
nm0505183,Grégory Levasseur
nm0505230,Jeremy Leven
nm0505409,Jay Levey
nm0505420,Alan J. Levi
nm0505522,David Levien
nm0505610,Henry Levin
nm0505662,Mark Levin
nm0505741,Victor Levin
nm0506094,Sam Levinson
nm0506290,Kristian Levring
nm0506613,Shawn Levy
nm0506619,Shuki Levy
nm0506797,Albert Lewin
nm0506802,Ben Lewin
nm0506977,Bradford Lewis
nm0507390,Joseph H. Lewis
nm0508208,Fernando León de Aranoa
nm0509028,Demian Lichtenstein
nm0509033,Mitchell Lichtenstein
nm0509176,Mickey Liddell
nm0509409,Robert Lieberman
nm0509448,Jonathan Liebesman
nm0509633,Jens Lien
nm0510674,Kevin Lima
nm0510731,Doug Liman
nm0510912,Justin Lin
nm0512862,Caroline Link
nm0513165,Art Linson
nm0513371,Philippe Lioret
nm0513554,Zach Lipovsky
nm0513769,Jane Lipsitz
nm0513974,Steven Lisberger
nm0514546,Dwight H. Little
nm0514662,Ryan Little
nm0514822,Anatole Litvak
nm0514906,Chia-Liang Liu
nm0515005,Sam Liu
nm0515255,Jennie Livingston
nm0515891,Luis Llosa
nm0515979,Frank Lloyd
nm0516344,Wei Lo
nm0516360,Ken Loach
nm0517514,Bob Logan
nm0517517,Bob Logan
nm0517597,Joshua Logan
nm0518579,Ulli Lommel
nm0518644,Richard Loncraine
nm0518836,Kenneth Lonergan
nm0519434,Robert Longo
nm0520485,Peter Lord
nm0520488,Phil Lord
nm0520749,Robert Lorenz
nm0521334,Joseph Losey
nm0521803,Aku Louhimies
nm0522028,John Lounsbery
nm0522393,Nick Love
nm0522634,Jeremy Lovering
nm0523094,Jeff Lowell
nm0523276,Declan Lowney
nm0523310,Dick Lowry
nm0523932,Ernst Lubitsch
nm0524190,Jon Lucas
nm0525141,John Luessenhop
nm0525303,Baz Luhrmann
nm0525659,Robert Luketic
nm0526199,Kátia Lund
nm0526732,Pavel Lungin
nm0527109,Rod Lurie
nm0527217,Hamilton Luske
nm0527261,Patrick Lussier
nm0527350,William Lustig
nm0527453,Milan Luthria
nm0528337,Jennifer Lynch
nm0528381,Liam Lynch
nm0528420,Paul Lynch
nm0528718,Jonathan Lynn
nm0530975,Dick Maas
nm0531066,Adrian Maben
nm0531595,Adam MacDonald
nm0531751,Hettie Macdonald
nm0531817,Kevin Macdonald
nm0532235,Seth MacFarlane
nm0532702,Juliusz Machulski
nm0533145,David Mackay
nm0533241,Alexander Mackendrick
nm0533284,David Mackenzie
nm0533334,John Mackenzie
nm0533691,Angus MacLane
nm0534084,Ian MacNaughton
nm0534879,Ram Madhvani
nm0535234,Ole Christian Madsen
nm0535340,Mahiro Maeda
nm0536299,Albert Magnoli
nm0536632,Sharon Maguire
nm0537410,Matt Maiellaro
nm0537734,Gabriele Mainetti
nm0538320,Alan Mak
nm0538614,Kelly Makin
nm0539782,Cathy Malkasian
nm0539803,Laurence Malkin
nm0540075,Jim Mallon
nm0540139,Brendan Malloy
nm0540148,Emmett Malloy
nm0540297,Ulf Malmros
nm0540330,Bruce Malmuth
nm0540532,William Malone
nm0541149,Rouben Mamoulian
nm0541244,Nobuhiko Ôbayashi
nm0541391,Milcho Manchevski
nm0541562,Gail Mancuso
nm0541635,David Mandel
nm0541677,Robert Mandel
nm0542450,Ethan Maniquis
nm0542498,Mahesh Manjrekar
nm0542539,Tom Mankiewicz
nm0542642,Ami Canaan Mann
nm0542649,Anthony Mann
nm0542720,Delbert Mann
nm0542752,Farhad Mann
nm0545356,Olivier Marchal
nm0546057,Adam Marcus
nm0547800,Ken Marino
nm0548533,Peter Markle
nm0549658,Richard Marquand
nm0550881,Frank Marshall
nm0550892,George Marshall
nm0551076,Neil Marshall
nm0551128,Rob Marshall
nm0551358,Joshua Marston
nm0552140,Darnell Martin
nm0552358,Mars Callahan
nm0552565,Johnny Martin
nm0552693,Lionel C. Martin
nm0553662,Philippe Martinez
nm0553796,Derick Martini
nm0553942,Steve Martino
nm0554169,Leslie H. Martinson
nm0554249,Andrew Marton
nm0554632,Eugenio Martín
nm0554880,Emilio Martínez Lázaro
nm0554890,Juan Martínez Moreno
nm0555549,Mike Marvin
nm0556094,Masayuki
nm0557608,Nicholas Mastandrea
nm0557927,Toshio Masuda
nm0557950,Shôichi Masuo
nm0558873,Nic Mathieu
nm0559535,Leiji Matsumoto
nm0559877,John Mathew Matthan
nm0560277,Erik Matti
nm0560329,Burny Mattinson
nm0561813,Ron Maxwell
nm0561938,Elaine May
nm0562266,John Maybury
nm0562470,Max Mayer
nm0562645,Les Mayfield
nm0562699,Tony Maylam
nm0562845,Archie Mayo
nm0563099,Albert Maysles
nm0563100,David Maysles
nm0563243,Dan Mazer
nm0563301,Craig Mazin
nm0564319,Jim McBride
nm0564586,Howard McCain
nm0564827,Tim McCanlies
nm0564970,Leo McCarey
nm0565244,Matt McCarthy
nm0565336,Tom McCarthy
nm0566788,Mike McCoy
nm0566833,Craig McCracken
nm0567112,Michael McCullers
nm0567126,Bruce McCulloch
nm0567620,John Michael McDonagh
nm0567680,Bruce McDonald
nm0568230,Francine McDougall
nm0569166,Scott McGehee
nm0569479,Mary Elizabeth McGlynn
nm0569790,Douglas McGrath
nm0569814,Jeff McGrath
nm0569825,Joseph McGrath
nm0569891,Tom McGrath
nm0570912,Adam McKay
nm0571098,Dave McKean
nm0572132,Andrew V. McLaglen
nm0572562,Greg McLean
nm0572851,Norman Z. McLeod
nm0572951,Tom McLoughlin
nm0573389,Gerald McMorrow
nm0573589,David McNally
nm0573732,Sean McNamara
nm0573796,John McNaughton
nm0574625,James McTeigue
nm0575244,Tyler Measom
nm0575389,Peter Medak
nm0575523,Julio Medem
nm0575726,Juan Carlos Medina
nm0576298,Olivier Megaton
nm0576548,Deepa Mehta
nm0576554,Hansal Mehta
nm0576559,Ketan Mehta
nm0576987,Fernando Meirelles
nm0577332,Jordan Melamed
nm0577647,Theodore Melfi
nm0578446,Rob Meltzer
nm0578483,Jean-Pierre Melville
nm0579079,Mike Mendez
nm0579466,Ramón Menéndez
nm0579828,Vladimir Menshov
nm0579954,Jirí Menzel
nm0580017,William Cameron Menzies
nm0580351,Stephen Merchant
nm0580669,James Merendino
nm0580729,E. Elias Merhige
nm0582635,Alan Metter
nm0583287,Muffie Meyer
nm0583292,Nicholas Meyer
nm0583515,Dave Meyers
nm0583600,Nancy Meyers
nm0583654,Hallie Meyers-Shyer
nm0583675,Menno Meyjes
nm0583931,Joe Miale
nm0585011,Roger Michell
nm0585150,David Michener
nm0585344,Jim Mickle
nm0585452,Paul Middleditch
nm0586123,Radu Mihaileanu
nm0586198,George Mihalka
nm0586281,Takashi Miike
nm0586482,Nikita Mikhalkov
nm0587277,Lewis Milestone
nm0587518,John Milius
nm0587706,Stuart Millar
nm0587955,Bennett Miller
nm0588087,Christopher Miller
nm0588183,David Miller
nm0588340,Frank Miller
nm0589106,Paul Miller
nm0589168,Randall Miller
nm0589182,Rebecca Miller
nm0589284,Sam Miller
nm0590122,Mike Mills
nm0590813,Gilles Mimouni
nm0591171,Steve Miner
nm0591362,Luca Miniero
nm0591450,Rob Minkoff
nm0591486,Vincente Minnelli
nm0591994,Lexi Alexander
nm0592400,David Mirkin
nm0592583,Aziz Mirza
nm0593014,Kenji Misumi
nm0593463,John Cameron Mitchell
nm0593610,Mike Mitchell
nm0593618,Monika Mitchell
nm0593986,Darko Mitrevski
nm0594503,Hayao Miyazaki
nm0596364,Sergey Mokritskiy
nm0596407,Hans Petter Moland
nm0596668,Christian Molina
nm0596850,Édouard Molinaro
nm0596962,Dominik Moll
nm0597026,Jesper Møller
nm0597673,Karen Moncrieff
nm0598102,Mario Monicelli
nm0598671,Shaun Monson
nm0599943,Tom Montgomery
nm0600409,Daniel Monzón
nm0600546,Lukas Moodysson
nm0601337,Jason Moore
nm0601382,John Moore
nm0601619,Michael Moore
nm0601680,Nick Moore
nm0601781,Rich Moore
nm0601800,Robert Moore
nm0601859,Scott Moore
nm0602104,Jocelyn Moorhouse
nm0602452,Andrew Morahan
nm0602454,Christopher Morahan
nm0602616,Guillem Morales
nm0603628,Pierre Morel
nm0603758,Paulo Morelli
nm0604335,Nanni Moretti
nm0604392,Larry Morey
nm0604688,Glen Morgan
nm0605137,Brett Morgen
nm0605186,Anders Morgenthaler
nm0605479,Kôji Morimoto
nm0606439,Christopher Morris
nm0606597,Iain Morris
nm0606688,Judy Morris
nm0607275,Phil Morrison
nm0607422,Paul Morrison
nm0607831,Koen Mortier
nm0608084,Rocky Morton
nm0608714,Scott Mosier
nm0608936,Craig Moss
nm0609236,Jonathan Mostow
nm0609549,Greg Mottola
nm0609944,Wagner Moura
nm0610219,Oren Moverman
nm0610496,Allan Moyle
nm0610831,Gabriele Muccino
nm0610960,Kornél Mundruczó
nm0611531,Hrishikesh Mukherjee
nm0611683,Russell Mulcahy
nm0611932,Peter Mullan
nm0611983,April Mullen
nm0612322,Robert Mulligan
nm0612487,Kieran Mulroney
nm0612625,David Mun
nm0612812,Lance Mungia
nm0612816,Cristian Mungiu
nm0613471,Jimmy T. Murakami
nm0613981,John Murlowski
nm0614013,J. Michael Muro
nm0614276,Geoff Murphy
nm0614682,Ryan Murphy
nm0615592,Andy Muschietti
nm0615780,John Musker
nm0617042,Mark Mylod
nm0617130,Daniel Myrick
nm0617523,Måns Mårlind
nm0618391,Nikolai Müllerschön
nm0618680,Jeffrey Nachmanoff
nm0618898,Sajid Nadiadwala
nm0619110,Tatsuya Nagamine
nm0619599,Chris Nahon
nm0619715,Omar Naim
nm0619762,Mira Nair
nm0619836,Babak Najafi
nm0619923,Olivier Nakache
nm0620363,Tetsuya Nakashima
nm0620378,Hideo Nakata
nm0620576,Bharat Nalluri
nm0622112,Vincenzo Natali
nm0622240,Mort Nathan
nm0622695,Gregory Nava
nm0623768,Ronald Neame
nm0624102,Hal Needham
nm0624423,Antonio Negret
nm0624535,Jean Negulesco
nm0625166,Barrie Nelson
nm0625245,Chris Nelson
nm0625379,Gary Nelson
nm0625458,Jessie Nelson
nm0625680,Ralph Nelson
nm0625789,Tim Blake Nelson
nm0626686,Sandra Nettelbeck
nm0626706,Daniel Nettheim
nm0626754,Cãlin Peter Netzer
nm0627087,Kurt Neumann
nm0627920,Jeff Newitt
nm0628149,Joseph M. Newman
nm0628345,Fred C. Newmeyer
nm0629216,Phil Nibbelink
nm0629272,Andrew Niccol
nm0629334,McG
nm0629363,Charles Nichols
nm0629658,Max Nichols
nm0630083,Dewey Nicks
nm0630372,John Nicolella
nm0630633,Galt Niederhoffer
nm0631473,Neil Nightingale
nm0631872,Bozidar 'Bota' Nikolic
nm0632312,Johannes Stjärne Nilsson
nm0632716,Mizuho Nishikubo
nm0632788,Daisuke Nishio
nm0634240,Christopher Nolan
nm0634602,Tetsuya Nomura
nm0635759,Stephen Norrington
nm0635760,Aaron Norris
nm0635895,Rufus Norris
nm0636675,Jehane Noujaim
nm0637493,Cyrus Nowrasteh
nm0637497,Marti Noxon
nm0637518,Phillip Noyce
nm0637615,Gaspar Noé
nm0638115,Gennaro Nunziante
nm0638175,Claude Nuridsany
nm0638271,Joe Nussbaum
nm0638354,David Nutter
nm0638528,Christian Nyby
nm0638679,Kristoffer Nyholm
nm0638762,Andy Nyman
nm0639033,Petter Næss
nm0639321,Dan O'Bannon
nm0639376,Billy O'Brien
nm0639965,Matthew O'Callaghan
nm0640334,Gavin O'Connor
nm0640466,Pat O'Connor
nm0640740,Damien O'Donnell
nm0640964,Peter O'Fallon
nm0641373,Tommy O'Haver
nm0642041,Morgan O'Neill
nm0642823,Thaddeus O'Sullivan
nm0643664,Michel Ocelot
nm0643696,Masayuki Ochiai
nm0644022,Bob Odenkirk
nm0644203,Steve Oedekerk
nm0644204,Lin Oeding
nm0644695,George Ogilvie
nm0645477,Kihachi Okamoto
nm0645513,Tensai Okamura
nm0645657,Hiroyuki Okiura
nm0647718,Lasse Spang Olsen
nm0648464,Takahiro Ômori
nm0649097,Max Ophüls
nm0649117,Niels Arden Oplev
nm0650233,Stuart Orme
nm0650561,James Orr
nm0650905,Kenny Ortega
nm0651184,Lisa Ortiz
nm0651706,Mark Osborne
nm0651900,Mamoru Oshii
nm0651915,Nagisa Ôshima
nm0652631,Gerd Oswald
nm0652860,Dominique Othenin-Girard
nm0653211,John Ottman
nm0653620,Gérard Oury
nm0654830,François Ozon
nm0654858,Ferzan Özpetek
nm0654868,Yasujirô Ozu
nm0655053,Sergio Pablos
nm0655065,Georg Wilhelm Pabst
nm0655683,José Padilha
nm0657162,George Pal
nm0657372,Mark Palansky
nm0657505,Amol Palekar
nm0657734,Marianna Palka
nm0657853,Rospo Pallenberg
nm0658823,Jake Paltrow
nm0658837,Xavier Palud
nm0659085,Norman Panama
nm0659380,Danny Pang
nm0660245,Christopher Papakaliatis
nm0660707,Gilles Paquet-Brenner
nm0660886,Sergei Parajanov
nm0661502,Pekka Parikka
nm0661577,Jerry Paris
nm0661751,Dean Parisot
nm0661791,Park Chan-wook
nm0661910,Nick Park
nm0662086,Bradley Parker
nm0662180,Dave Parker
nm0662529,Oliver Parker
nm0662530,Ol Parker
nm0662953,Gordon Parks
nm0663577,Robert Parrish
nm0664756,John Pasquin
nm0665041,David Pastor
nm0665262,Vincent Patar
nm0665321,Jonas Pate
nm0666802,Don Paul
nm0666806,Don Michael Paul
nm0666871,Jarrad Paul
nm0667469,Frank Paur
nm0667630,Mark Pavia
nm0667650,Frank Pavich
nm0667734,Pawel Pawlikowski
nm0667937,Michael Pavone
nm0668247,Alexander Payne
nm0668292,Dave Payne
nm0668500,John Payson
nm0668998,Perce Pearce
nm0669004,Richard Pearce
nm0669704,Raoul Peck
nm0671210,Mark Pellington
nm0671862,Roger Vadim
nm0671957,Arthur Penn
nm0672060,D.A. Pennebaker
nm0672492,Louis Pepe
nm0672769,Stacy Peralta
nm0673400,Jesse Peretz
nm0674020,Oz Perkins
nm0674742,Jacques Perrin
nm0675068,Frank Perry
nm0677037,Bob Peterson
nm0677253,Kristine Peterson
nm0677880,Elio Petri
nm0677943,Daniel Petrie Jr.
nm0677951,Daniel Petrie
nm0677953,Donald Petrie
nm0678104,Michael Petroni
nm0678857,Christian Petzold
nm0679031,Brad Peyton
nm0680846,Todd Phillips
nm0680889,William Phillips
nm0681635,Irving Pichel
nm0681852,Robbie Pickering
nm0682126,Matt Piedmont
nm0682757,Frank Pierson
nm0683531,Marie Pillet
nm0683578,Sam Pillsbury
nm0684336,Steve Pink
nm0684342,Jan Pinkava
nm0684509,Claude Pinoteau
nm0685034,Juan Piquer Simón
nm0685759,Pitof
nm0686099,Shira Piven
nm0686184,Mark Piznarski
nm0686304,Marcelo Piñeyro
nm0686375,Michele Placido
nm0687042,Paco Plaza
nm0687427,Gregory Plotkin
nm0687443,Jack Plotnick
nm0687739,Bill Plympton
nm0687913,Bruno Podalydès
nm0688132,Amy Poehler
nm0688143,Benoît Poelvoorde
nm0688282,John Pogue
nm0688361,Bill Pohlad
nm0688585,Jean-Marie Poiré
nm0688636,Laura Poitras
nm0689187,Michael Polish
nm0689343,Jon Poll
nm0689385,Jeff Pollack
nm0689392,Kay Pollak
nm0689852,John Polson
nm0690597,Gillo Pontecorvo
nm0690794,Léa Pool
nm0691061,Jim Wynorski
nm0691194,Tim Pope
nm0691547,Erik Poppe
nm0692872,Ted Post
nm0693281,H.C. Potter
nm0693376,Gerald Potterton
nm0693561,Alan Poul
nm0693844,Eléonore Pourriat
nm0694090,Dick Powell
nm0694249,Nick Powell
nm0695937,Otto Preminger
nm0696247,Emeric Pressburger
nm0696309,Michael Pressman
nm0697656,Gina Prince-Bythewood
nm0697676,Jonathan Prince
nm0697934,D. Kerry Prior
nm0698125,Rob Pritts
nm0698184,Priyadarshan
nm0698283,Andreas Prochaska
nm0698493,Pat Proft
nm0699037,Paul Provenza
nm0699932,Lucía Puenzo
nm0700301,Robert Pulcini
nm0700760,Steve Purcell
nm0700872,Puri Jagannadh
nm0701245,Tom Putnam
nm0701592,Joe Pytka
nm0701650,György Pálfi
nm0701821,Marie Pérennou
nm0702797,Steven Quale
nm0702863,Troy Quane
nm0703689,Richard Quine
nm0704164,Gene Quintano
nm0704588,Arthur Qwak
nm0704664,Ilmar Raag
nm0704675,Richard Raaphorst
nm0705535,Michael Radford
nm0705675,Robert Radler
nm0705779,Eric Radomski
nm0706182,Bob Rafelson
nm0706296,Stewart Raffill
nm0706575,Ubaldo Ragona
nm0707691,Rick Sloane
nm0707963,Dennison Ramalho
nm0708870,Ben Ramsey
nm0708903,Lynne Ramsay
nm0709056,Peter Ramsey
nm0709752,Tony Randel
nm0710020,Joe Ranft
nm0710230,Arthur Rankin Jr.
nm0710272,Kyle Rankin
nm0710919,Jean-Paul Rappeneau
nm0710924,Irving Rapper
nm0711110,Jim Rash
nm0711114,Steve Rash
nm0711579,Pen-Ek Ratanaruang
nm0711745,Mani Ratnam
nm0711807,George Ratliff
nm0711840,Brett Ratner
nm0712444,Rand Ravich
nm0712753,Billy Ray
nm0712947,Nicholas Ray
nm0713527,David Raynr
nm0714215,Bill Rebane
nm0714599,Eric Red
nm0715346,Carol Reed
nm0715371,Dan Reed
nm0715636,Peyton Reed
nm0715916,Jerry Rees
nm0716257,Matt Reeves
nm0716262,Michael Reeves
nm0716347,Nicolas Winding Refn
nm0716585,Godfrey Reggio
nm0716980,Kelly Reichardt
nm0717025,François Reichenbach
nm0717064,Julia Reichert
nm0717678,Fergal Reilly
nm0718321,Irving Reis
nm0718469,Charles Reisner
nm0718554,Karel Reisz
nm0718627,Wolfgang Reitherman
nm0718645,Ivan Reitman
nm0718646,Jason Reitman
nm0719208,Chris Renaud
nm0719320,Kimble Rendall
nm0719756,Jean Renoir
nm0720000,Norman René
nm0720135,John Requa
nm0720297,Alain Resnais
nm0720304,Adam Resnick
nm0721817,Kevin Reynolds
nm0722713,Dan Riba
nm0723285,Giulio Ricciarelli
nm0723470,John Rice
nm0723704,Richard Rich
nm0724798,Tony Richardson
nm0724938,Jean-François Richet
nm0725345,Roland Suso Richter
nm0725379,W.D. Richter
nm0726000,Philip Ridley
nm0726166,Leni Riefenstahl
nm0726472,Adam Rifkin
nm0726638,Patricia Riggen
nm0727211,Wolf Rilla
nm0727336,Rintarô
nm0727754,Carl Rinsch
nm0728271,Dino Risi
nm0728688,Martin Ritt
nm0729514,Christian Rivers
nm0730385,Jerome Robbins
nm0730422,Matthew Robbins
nm0730860,Bill Roberts
nm0730932,Chris Roberts
nm0731253,John Roberts
nm0732430,Bruce Robinson
nm0733149,Todd Robinson
nm0733263,Adam Robitel
nm0733476,Mark Robson
nm0733692,Marc Rocco
nm0734146,Ben Rock
nm0734319,Alexandre Rockwell
nm0734466,Franc Roddam
nm0734747,Mic Rodgers
nm0735705,Alberto Rodríguez
nm0736622,Seth Rogen
nm0736930,J.B. Rogers
nm0737442,Todd Rohal
nm0737517,Mike Rohl
nm0738736,Phil Roman
nm0738796,Mark Romanek
nm0740213,Darrell Roodt
nm0740400,Don Roos
nm0740568,Tom Ropelewski
nm0741262,Bernard Rose
nm0742034,Martin Rosen
nm0742194,Craig Rosenberg
nm0742341,Stuart Rosenberg
nm0742819,Rick Rosenthal
nm0743093,Mark Rosman
nm0743671,Matt Ross
nm0743676,Matthew Ross
nm0744023,Roberto Rossellini
nm0744035,Robert Rossen
nm0744504,Arthur Rosson
nm0744514,Richard Rosson
nm0744834,Eli Roth
nm0745131,Marc Rothemund
nm0745247,Rodney Rothman
nm0745861,Mitch Rouse
nm0746823,Rick Rowley
nm0747849,Joseph Ruben
nm0748022,Bruce Joel Rubin
nm0748066,Henry Alex Rubin
nm0748928,Alan Rudolph
nm0750121,Simon Rumley
nm0750275,Björn Runge
nm0750701,Richard Rush
nm0750857,Josef Rusnak
nm0751080,Chuck Russell
nm0751102,David O. Russell
nm0751221,Jay Russell
nm0751577,Anthony Russo
nm0751648,Joe Russo
nm0752328,Stefan Ruzowitzky
nm0752922,Eldar Ryazanov
nm0753382,Michael Rymer
nm0753526,RZA
nm0753912,Oskar Roehler
nm0754678,Paul Sabella
nm0755158,Ira Sachs
nm0755261,Daniel Sackheim
nm0755963,Boris Sagal
nm0756114,Bob Saget
nm0756935,Michael O. Sajbel
nm0756983,Hironobu Sakaguchi
nm0757256,Gene Saks
nm0757858,Carlos Saldanha
nm0758508,Sidney Salkow
nm0758574,Walter Salles
nm0759207,Victor Salva
nm0759270,Pierre Salvadori
nm0759368,Gabriele Salvatores
nm0761498,Chris Sanders
nm0761715,Scott Sanders
nm0762263,Mark Sandrich
nm0762541,Arlene Sanford
nm0764316,Rajkumar Santoshi
nm0764319,Damon Santostefano
nm0764601,Miguel Sapochnik
nm0764776,Deran Sarafian
nm0764781,Richard C. Sarafian
nm0765121,Joseph Sargent
nm0766112,Akan Satayev
nm0766226,Kei'ichi Sato
nm0766263,Shinsuke Sato
nm0766402,Paul Satterfield
nm0767022,Carlos Saura
nm0767110,Claude Sautet
nm0767160,Jean-Stéphane Sauvaire
nm0767741,Tom Savini
nm0768249,Geoffrey Sax
nm0768957,Claire Scanlon
nm0768959,Dan Scanlon
nm0769135,Don Scardino
nm0769840,Jeff Schaffer
nm0769874,Franklin J. Schaffner
nm0770005,James Schamus
nm0770234,Jerry Schatzberg
nm0770650,Andrew Scheinman
nm0770918,Carl Schenkel
nm0770942,Richard Schenkman
nm0770961,Fred Schepisi
nm0771054,Lone Scherfig
nm0771228,Paul T. Scheuring
nm0771546,Ryan Schifrin
nm0771923,Sebastian Schipper
nm0772095,Thomas Schlamme
nm0772259,John Schlesinger
nm0772522,Volker Schlöndorff
nm0773603,Julian Schnabel
nm0773605,Marco Schnabel
nm0773689,Aaron Schneider
nm0774143,Jon Schnepp
nm0774325,Ernest B. Schoedsack
nm0774340,Marc Schölermann
nm0775447,Barbet Schroeder
nm0776114,Tom Schulman
nm0776209,Carl Schultz
nm0776271,John Schultz
nm0776317,Michael Schultz
nm0777300,Josh Schwartz
nm0777881,Robert Schwentke
nm0778633,Ettore Scola
nm0779265,Jake Scott
nm0779386,Jordan Scott
nm0779433,Ken Scott
nm0779524,Luke Scott
nm0780117,George Scribner
nm0780833,George Seaton
nm0780980,Frank Sebastiano
nm0781292,Edward Sedgwick
nm0781733,Joshua Seftel
nm0781842,Peter Segal
nm0782213,Santiago Segura
nm0782381,Arthur Allan Seidelman
nm0782384,Susan Seidelman
nm0782430,Ulrich Seidl
nm0782900,Andrzej Sekula
nm0783139,Henry Selick
nm0783398,Charles E. Sellier Jr.
nm0783536,Aaron Seltzer
nm0783544,David Seltzer
nm0784061,Dominic Sena
nm0785164,Julien Seri
nm0785227,Andy Serkis
nm0785877,Aleksandr Seryy
nm0787453,Kundan Shah
nm0787601,Steven Shainberg
nm0787687,Matt Shakman
nm0788171,S. Shankar
nm0788191,Tom Shankland
nm0788202,Adam Shankman
nm0788234,John Patrick Shanley
nm0788454,Alan Shapiro
nm0788555,Lara Shapiro
nm0788855,Abhishek Sharma
nm0788858,Anil Sharma
nm0788940,Jim Sharman
nm0789313,Ben Sharpsteen
nm0789366,Jessica Sharzer
nm0790144,Robert Shaye
nm0790715,Penelope Spheeris
nm0790746,Chuck Sheetz
nm0791248,Adrienne Shelly
nm0791672,Richard Shepard
nm0792202,Kirsten Sheridan
nm0792263,Taylor Sheridan
nm0792446,Gary Sherman
nm0792450,George Sherman
nm0793455,Steve Shill
nm0793802,Nelson Shin
nm0793881,Kaneto Shindô
nm0794791,Jack Sholder
nm0794960,Simon Shore
nm0795153,Cate Shortland
nm0795290,Michael Showalter
nm0795407,Wil Shriner
nm0796117,M. Night Shyamalan
nm0796124,Charles Shyer
nm0796504,Siddique
nm0796645,George Sidney
nm0796864,Marcos Siega
nm0796915,David Siegel
nm0796923,Don Siegel
nm0797455,Floria Sigismondi
nm0797526,James Signorelli
nm0797672,Slobodan Sijan
nm0797869,Brad Silberling
nm0798788,Scott Silver
nm0798798,Steven Silver
nm0798899,David Silverman
nm0799033,Elliot Silverstein
nm0799050,Marc Silverstein
nm0799693,Brett Simmons
nm0800800,Ola Simonsson
nm0801055,John Simpson
nm0801121,Michael A. Simpson
nm0802248,Tarsem Singh
nm0802326,Ralph S. Singleton
nm0802501,Bruce Sinofsky
nm0802551,Gary Sinyor
nm0802563,Robert Siodmak
nm0802617,Andrew Sipes
nm0802693,Ramesh Sippy
nm0802807,Florent-Emilio Siri
nm0802862,Douglas Sirk
nm0803020,Charlie Siskel
nm0803066,Abderrahmane Sissako
nm0803203,Rob Sitch
nm0803705,Victor Sjöström
nm0804345,John Skipp
nm0804408,Erik Skjoldbjærg
nm0804556,Kari Skogland
nm0805476,John Slattery
nm0805760,Pål Sletaune
nm0805965,Holly Goldberg Sloan
nm0806293,George Sluizer
nm0806492,Leslie Small
nm0806912,Robert Smigel
nm0806915,Jack Smight
nm0807687,Chris Smith
nm0808807,John N. Smith
nm0809321,Mel Smith
nm0809877,Sarah Smith
nm0810706,Brian Smrz
nm0811583,Zack Snyder
nm0811714,Michele Soavi
nm0812200,Iain Softley
nm0812307,Peter Sohn
nm0812546,Aleksandr Sokurov
nm0812626,Juan Solanas
nm0812862,Silvio Soldini
nm0812874,Alfred Sole
nm0813164,Peter Sollett
nm0813301,Cary Solomon
nm0813309,Courtney Solomon
nm0813561,Joey Soloway
nm0814085,Stephen Sommers
nm0814469,Sion Sono
nm0814517,Jim Sonzero
nm0814716,Ömer Faruk Sorak
nm0815070,Aaron Sorkin
nm0815204,Paolo Sorrentino
nm0817447,Will Speck
nm0817895,Christopher Spencer
nm0818465,Bryan Spicer
nm0818485,Matt Spicer
nm0818608,Götz Spielmann
nm0818639,Bob Spiers
nm0819613,Jill Sprecher
nm0820800,Daniel St. Pierre
nm0820934,Anthony Stacchi
nm0821432,Chad Stahelski
nm0821472,John M. Stahl
nm0821844,Daniel Stamm
nm0822582,Richard Stanley
nm0824220,Peter Stebbings
nm0824414,Eric Steel
nm0824882,Burr Steers
nm0825360,David Steiman
nm0825407,Björn Stein
nm0825434,Darren Stein
nm0825748,Elyse Steinberg
nm0826164,Danny Steinmann
nm0826541,Kriv Stenders
nm0827171,Todd Stephens
nm0827663,Daniel Stern
nm0827750,Joshua Michael Stern
nm0828099,Patrick Stettner
nm0828207,Robert Stevenhagen
nm0828245,Art Stevens
nm0828419,George Stevens
nm0828970,John Stevenson
nm0829038,Robert Stevenson
nm0829518,Joey Stewart
nm0829537,Jon Stewart
nm0829820,Scott Stewart
nm0831321,Chris Stokes
nm0831349,Jack Stokes
nm0831457,Josh Stolberg
nm0831557,Nicholas Stoller
nm0831690,Charles Stone III
nm0832573,Howard Storm
nm0833779,Colin Strause
nm0833780,Greg Strause
nm0833889,Todd Strauss-Schulson
nm0834893,Susan Stroman
nm0834902,Robert Stromberg
nm0835732,Jeb Stuart
nm0835799,Mel Stuart
nm0836328,John Sturges
nm0836708,Hannes Stöhr
nm0836715,Philipp Stölzl
nm0837406,Sara Sugarman
nm0837485,Gisaburô Sugii
nm0837977,Brett Sullivan
nm0838198,Kevin Rodney Sullivan
nm0838289,Peter Sullivan
nm0838374,Tim Sullivan
nm0838599,Eric Summer
nm0839268,Kjell Sundvall
nm0839397,Masayuki Suô
nm0839660,Stephen Surjik
nm0839812,Stephen Susco
nm0840412,Tammi Sutton
nm0840485,Nobuhiro Suwa
nm0840905,Jan Svankmajer
nm0841232,Jan Sverák
