tconst,nconst,characterName
tt0162346,nm0828863,Norman
tt0162346,nm0792156,Doug
tt0162346,nm0569711,Joe
tt0162360,nm0000562,Harry
tt0162360,nm0001872,Wayne
tt0162360,nm0000513,Chappy
tt0162360,nm0001824,Joe
tt0162360,nm0001152,Ms. Schaefer
tt0162360,nm0301370,Bob Maslow
tt0162360,nm0000579,Nalhober
tt0162360,nm0300752,Mrs. Bromley
tt0162360,nm0233209,The Judge
tt0162360,nm0073254,Madison
tt0162650,nm0000168,John Shaft
tt0162650,nm0001853,Carmen Vasquez
tt0162650,nm0000288,"Walter Wade, Jr."
tt0162650,nm0942482,Peoples Hernandez
tt0162650,nm0005354,Rasaan
tt0162650,nm0000445,Jack Roselli
tt0162650,nm0001057,Diane Palmieri
tt0162650,nm0745780,Uncle John Shaft
tt0162650,nm0763650,Jimmy Groves
tt0162650,nm0813977,Curt Fleming
tt0162661,nm0000136,Ichabod Crane
tt0162661,nm0000207,Katrina Van Tassel
tt0162661,nm0001669,Lady Van Tassel
tt0162661,nm0001669,Crone
tt0162661,nm0002091,Baltus Van Tassel
tt0162661,nm0000680,Brom Van Brunt
tt0162661,nm0000470,Reverend Steenwyck
tt0162661,nm0341743,Magistrate Philipse
tt0162661,nm0001519,Doctor Lancaster
tt0162661,nm0001284,Notary Hardenbrook
tt0162661,nm0000686,Hessian Horseman
tt0162677,nm0000491,Vinny
tt0162677,nm0004778,Richie
tt0162677,nm0000227,Dionna
tt0162677,nm0261170,Ruby
tt0162677,nm0728346,Joey T
tt0162677,nm0346089,Woodstock
tt0162677,nm0850211,Bobby Del Fiore
tt0162677,nm0657330,Anthony
tt0162677,nm0307473,Brian
tt0162677,nm0001564,Gloria
tt0162973,nm0799066,Steven Carter
tt0162973,nm0331379,John Dixon
tt0162973,nm0110083,Linda
tt0162973,nm0366525,Jessica
tt0162973,nm0568492,Wendy
tt0162973,nm0630950,Mark
tt0162973,nm0365387,Kevin
tt0162973,nm0924926,Dave
tt0162973,nm0673959,Young Steve
tt0162973,nm0402982,Young Mark
tt0162983,nm0000473,Georgia
tt0162983,nm0000212,Eve
tt0162983,nm0001435,Maddy
tt0162983,nm0000527,Lou
tt0162983,nm0035060,Joe
tt0162983,nm0602170,Omar Kunundar
tt0162983,nm0097568,Ogmed Kunundar
tt0162983,nm0001458,Pat
tt0162983,nm0154763,Angie
tt0162983,nm0188041,Dr. Kelly
tt0163025,nm0000554,Dr. Alan Grant
tt0163025,nm0000513,Paul Kirby
tt0163025,nm0000495,Amanda Kirby
tt0163025,nm0005273,Billy Brennan
tt0163025,nm0605080,Eric Kirby
tt0163025,nm0005052,Udesky
tt0163025,nm0225963,Cooper
tt0163025,nm0949340,Nash
tt0163025,nm0000368,Ellie
tt0163025,nm0629737,Mark
tt0163187,nm0000210,Maggie Carpenter
tt0163187,nm0000152,Ike Graham
tt0163187,nm0000349,Peggy Flemming
tt0163187,nm0001185,Fisher
tt0163187,nm0001854,Ellie Graham
tt0163187,nm0233209,Walter Carpenter
tt0163187,nm0005221,Coach Bob Kelly
tt0163187,nm0006610,Priest Brian Norris
tt0163187,nm0737138,George 'Bug Guy' Swilling
tt0163187,nm0891485,Dead Head Gill Chavez
tt0163651,nm0004755,Jim
tt0163651,nm0005098,Oz
tt0163651,nm0005272,Kevin
tt0163651,nm0177639,Stifler's Mom
tt0163651,nm0002436,Nadia
tt0163651,nm0004989,Michelle
tt0163651,nm0476226,English Teacher
tt0163651,nm0506405,Jim's Dad
tt0163651,nm0005169,Jessica
tt0163651,nm0654104,Sherman
tt0163978,nm0000138,Richard
tt0163978,nm0842770,Sal
tt0163978,nm0948679,Hustler
tt0163978,nm0665265,Hotel Receptionist
tt0163978,nm0001461,Françoise
tt0163978,nm0133899,Étienne
tt0163978,nm0001015,Daffy
tt0163978,nm0681141,Cleaning Woman
tt0163978,nm0926768,Detective
tt0163978,nm0095465,Travel Agent
tt0163983,nm0000107,Maggie O'Connor
tt0163983,nm0001751,John Travis
tt0163983,nm0001722,Eric Stark
tt0163983,nm0171052,Cody
tt0163983,nm0079374,Jenna
tt0163983,nm0000207,Cheri
tt0163983,nm0309461,Det. Frank Bugatti
tt0163983,nm0004816,Sister Rosa
tt0163983,nm0035195,Dahnya
tt0163983,nm0513468,Stuart
tt0163988,nm0000115,Frank Pierce
tt0163988,nm0000099,Mary Burke
tt0163988,nm0000422,Larry
tt0163988,nm0000609,Marcus
tt0163988,nm0001744,Tom Wolls
tt0163988,nm0004711,Noel
tt0163988,nm0002148,Nurse Constance
tt0163988,nm0193295,Cy Coates
tt0163988,nm0785594,Dr. Hazmat
tt0163988,nm0878152,Nurse Crupp
tt0164052,nm0000102,Sebastian Caine
tt0164052,nm0000223,Linda McKay
tt0164052,nm0000982,Matthew Kensington
tt0164052,nm0225332,Sarah Kennedy
tt0164052,nm0342399,Carter Abbey
tt0164052,nm0806217,Frank Chase
tt0164052,nm0709824,Janice Walton
tt0164052,nm0001137,Dr. Kramer
tt0164052,nm0593961,Sebastian's Neighbor
tt0164052,nm0261021,Warehouse Guard
tt0164108,nm0000983,Steven Phillips
tt0164108,nm0000232,Sarah Little
tt0164108,nm0000510,Laura Phillips
tt0164108,nm0000313,Jack Warrick
tt0164108,nm0001732,Cybill Shepherd
tt0164108,nm0586334,Julie Phillips
tt0164108,nm0018985,Mary Phillips
tt0164108,nm0791373,Jennifer
tt0164108,nm0534088,Anne
tt0164108,nm0275417,Josh Martin
tt0164114,nm0004997,Nicole Maris
tt0164114,nm0004978,Chase Hammond
tt0164114,nm0004834,Mr. Maris
tt0164114,nm0582420,Mr. Rope
tt0164114,nm0176599,Mr. Hammond
tt0164114,nm0002109,Mrs. Maris
tt0164114,nm0006721,Alicia
tt0164114,nm0661797,Ray Neeley
tt0164114,nm0005123,Dulcie
tt0164114,nm0916406,Dave
tt0164181,nm0000102,Tom
tt0164181,nm0178574,Jake
tt0164181,nm0002062,Maggie
tt0164181,nm0001152,Lisa
tt0164181,nm0242656,Frank
tt0164181,nm0640970,Harry
tt0164181,nm0835363,Sheila
tt0164181,nm0908227,Bobby
tt0164181,nm0177185,Vanessa
tt0164181,nm0627009,Lenny
tt0164184,nm0000255,Jack Ryan
tt0164184,nm0000151,DCI William Cabot
tt0164184,nm1172817,Syrian Radar Operator
tt0164184,nm0090309,Israeli Pilot
tt0164184,nm0000342,President Fowler
tt0164184,nm0420898,Admiral Pollack
tt0164184,nm0569226,National Security Advisor Revell
tt0164184,nm0064040,General Lasseter
tt0164184,nm0001311,Defense Secretary Becker
tt0164184,nm0888625,US STRATCOM Colonel
tt0164212,nm0000151,Captain Victor Benezet
tt0164212,nm0000432,Henry Hearst
tt0164212,nm0005048,Detective Felix Owens
tt0164212,nm0000899,Chantal Hearst
tt0164212,nm0138929,Isabella
tt0164212,nm0840822,Superintendent
tt0164212,nm0192486,Detective Castillo
tt0164212,nm0019300,Camille Rodriguez
tt0164212,nm0243439,Maria Rodriguez
tt0164212,nm0127450,Paco Rodriguez
tt0164334,nm0000151,Alex Cross
tt0164334,nm0000699,Gary Soneji
tt0164334,nm0005321,Jezzie Flannigan
tt0164334,nm0048414,Ollie McArthur
tt0164334,nm0095561,Megan Rose
tt0164334,nm0947338,Dimitri Starodubov
tt0164334,nm0370422,Agent Hickley
tt0164334,nm0761587,Kyle Craig
tt0164334,nm0121605,Ben Devine
tt0164334,nm0605363,Senator Hank Rose
tt0164538,nm0451321,Amarkanth Varma
tt0164538,nm0463539,Meghna
tt0164538,nm0006689,Preeti Nair
tt0164538,nm0944834,Shukla
tt0164538,nm0149837,\N
tt0164538,nm0592795,\N
tt0164538,nm0471457,\N
tt0164538,nm0820282,\N
tt0164538,nm0679948,\N
tt0164538,nm0592799,\N
tt0164912,nm0000150,Stuart Little
tt0164912,nm0000133,Mrs. Little
tt0164912,nm0491402,Mr. Little
tt0164912,nm0005151,George Little
tt0164912,nm0001447,Snowbell
tt0164912,nm0001590,Smokey
tt0164912,nm0001872,Monty
tt0164912,nm0234810,Lucky
tt0164912,nm0234810,Officer Allen
tt0164912,nm0004979,Red
tt0164912,nm0456124,Mr. Stout
tt0164961,nm0000367,Vidocq
tt0164961,nm0133899,Etienne Boisset
tt0164961,nm0766046,Préah
tt0164961,nm0244707,Lautrennes
tt0164961,nm0778568,Sylvia
tt0164961,nm0531014,Nimier
tt0164961,nm0331433,Tauzet
tt0164961,nm0719224,Marine Lafitte
tt0164961,nm0239429,Belmont
tt0164961,nm0672422,Veraldi
tt0165546,nm0670707,Pinki
tt0165546,nm0547165,Svaba
tt0165546,nm0081449,Kure
tt0165546,nm0441287,Suzana
tt0165546,nm0543547,Stojan
tt0165546,nm0691419,Nevenka
tt0165546,nm0873190,Lidija
tt0165546,nm0431239,Dijabola
tt0165546,nm0463649,Biber
tt0165546,nm0543550,Svabina baka
tt0165710,nm0000411,Hawk
tt0165710,nm0004709,Lex
tt0165710,nm0004867,Trip
tt0165710,nm0403134,Jam
tt0165710,nm0005417,Mrs. Bruce
tt0165710,nm0001491,Beth
tt0165710,nm0005169,Christine
tt0165710,nm0234793,Elvis
tt0165710,nm0779997,Kenny
tt0165710,nm0004825,Barbara
tt0165798,nm0001845,Ghost Dog
tt0165798,nm0798328,Ray Vargo
tt0165798,nm0868110,Louie
tt0165798,nm0331054,Sonny Valerio
tt0165798,nm0514912,Chinese Restaurant Owner
tt0165798,nm0591800,Big Angie
tt0165798,nm0692466,Handsome Frank
tt0165798,nm0895308,Louise Vargo
tt0165798,nm0749298,Old Consigliere
tt0165798,nm0012376,Valerio's Bodyguard
tt0165832,nm0005188,Neal Oliver
tt0165832,nm0000198,O.W. Grant
tt0165832,nm0000621,Captain Ives
tt0165832,nm0249378,Quincy
tt0165832,nm0111196,Zack
tt0165832,nm0733500,Tolbert (Deep Stomach)
tt0165832,nm0000150,Mr. Baker
tt0165832,nm0011753,Sally
tt0165832,nm0099909,Dad
tt0165832,nm0584483,Mom
tt0165854,nm0000654,Wilson
tt0165854,nm0001228,Valentine
tt0165854,nm0000690,Elaine
tt0165854,nm0350079,Ed
tt0165854,nm0628017,Avery
tt0165854,nm0198072,Uncle John
tt0165854,nm0441588,Stacy
tt0165854,nm0374416,Adhara
tt0165854,nm0313534,Jennifer
tt0165854,nm0524747,Warehouse Foreman
tt0165929,nm0001472,Han Sing
tt0165929,nm0004691,Trish O'Day
tt0165929,nm0913460,Mac
tt0165929,nm0005568,Kai
tt0165929,nm0005148,Isaak O'Day
tt0165929,nm0940851,Colin
tt0165929,nm0642912,Ch'u Sing
tt0165929,nm0497592,Po Sing
tt0165929,nm0050737,Vincent Roth
tt0165929,nm0026364,Maurice
tt0165982,nm0000093,Sinbad
tt0165982,nm0001876,Marina
tt0165982,nm0001212,Proteus
tt0165982,nm0000201,Eris
tt0165982,nm0371660,Kale
tt0165982,nm0922367,Dymas
tt0165982,nm0316271,Rat
tt0165982,nm0401203,Jin
tt0165982,nm1404026,Li
tt0165982,nm0191906,Luca
tt0165982,nm0191906,Additional Voices
tt0166175,nm0700875,George Khan
tt0166175,nm0060221,Ella Khan
tt0166175,nm0746149,Sajid Khan
tt0166175,nm0659544,Meenah Khan
tt0166175,nm0555564,Maneer Khan
tt0166175,nm0084353,Saleem Khan
tt0166175,nm0592993,Tariq Khan
tt0166175,nm0416849,Abdul Khan
tt0166175,nm0039673,Nazir Khan
tt0166175,nm0630149,Auntie Annie
tt0166276,nm0000409,Stu Miley
tt0166276,nm0000403,Julie McElroy
tt0166276,nm0001806,Monkeybone
tt0166276,nm0441592,Organ Donor Stu
tt0166276,nm0002064,Hypnos
tt0166276,nm0000535,Miss Kitty
tt0166276,nm0004929,Herb
tt0166276,nm0005259,Kimmy
tt0166276,nm0644022,Head Surgeon
tt0166276,nm0452914,Burger God Rep
tt0166396,nm0000846,Jackie O'Shea
tt0166396,nm0446303,Michael O'Sullivan
tt0166396,nm0001217,Annie O'Shea
tt0166396,nm0528462,Maggie O'Toole
tt0166396,nm0626362,Pig Finn
tt0166396,nm0891090,Narrator
tt0166396,nm0732346,Lotto Observer
tt0166396,nm0641766,Mrs. Kennedy
tt0166396,nm0382665,Maurice O'Toole
tt0166396,nm0911768,Brendy O'Toole
tt0166485,nm0000149,Anna
tt0166485,nm0000334,King Mongkut
tt0166485,nm0000499,Tuptim
tt0166485,nm0271657,Louis
tt0166485,nm0023619,The Kralahome
tt0166485,nm0453641,General Alak
tt0166485,nm0510557,Prince Chowfa
tt0166485,nm0132723,Princess Fa-Ying
tt0166485,nm0157762,Prince Chulalongkorn
tt0166485,nm0542367,Moonshee
tt0166813,nm0000354,Spirit
tt0166813,nm0000342,The Colonel
tt0166813,nm0836070,Little Creek
tt0166813,nm0076718,Sgt. Adams
tt0166813,nm0495492,Murphy
tt0166813,nm0495492,Railroad Foreman
tt0166813,nm0747785,Soldier
tt0166813,nm0569501,Bill
tt0166813,nm0505664,Joe
tt0166813,nm0666740,Pete
tt0166813,nm0129106,Jake
tt0166896,nm0002070,Alvin
tt0166896,nm0000651,Rose
tt0166896,nm1886964,Dorothy
tt0166896,nm0139388,Bud
tt0166896,nm0927357,Sig
tt0166896,nm0540612,Nurse
tt0166896,nm0281200,Doctor Gibbons
tt0166896,nm0250468,Brenda
tt0166896,nm0340267,Pete
tt0166896,nm0909668,Apple
tt0166924,nm0915208,Betty Elms
tt0166924,nm0915208,Diane Selwyn
tt0166924,nm0005009,Rita
tt0166924,nm0005009,Camilla Rhodes
tt0166924,nm0857620,Adam
tt0166924,nm0060931,Irene
tt0166924,nm1250340,Irene's Companion
tt0166924,nm0943291,Limo Driver
tt0166924,nm0001233,Detective McKnight
tt0166924,nm0109785,Detective Domgaard
tt0166924,nm1095410,Aunt Ruth
tt0166924,nm0279209,Dan
tt0166943,nm0000658,Roberta
tt0166943,nm0001458,Assunta
tt0166943,nm0227693,Lexi at 5
tt0166943,nm0029400,Nick at 7
tt0166943,nm0034647,Supervisor
tt0166943,nm0001644,Brian
tt0166943,nm0173335,Taxi Driver
tt0166943,nm0000291,Janet
tt0166943,nm0656929,Dennis
tt0166943,nm0327633,Janet's Secretary
tt0167190,nm0000579,Hellboy
tt0167190,nm0427964,Abe Sapien
tt0167190,nm0004757,Liz Sherman
tt0167190,nm0000457,"Trevor \""Broom\"" Bruttenholm"
tt0167190,nm1140344,John Myers
tt0167190,nm0734558,Grigori Rasputin
tt0167190,nm0001787,Tom Manning
tt0167190,nm0824498,Sammael
tt0167190,nm0073231,Karl Ruprecht Kroenen
tt0167190,nm0388336,Ilsa Haupstein
tt0167260,nm0000704,Frodo
tt0167260,nm0001557,Aragorn
tt0167260,nm0005212,Gandalf
tt0167260,nm0089217,Legolas
tt0167260,nm0032370,Everard Proudfoot
tt0167260,nm0040012,Elanor Gamgee
tt0167260,nm0000276,Sam
tt0167260,nm0040058,Gondorian Soldier 3
tt0167260,nm0045324,Madril
tt0167260,nm0000293,Boromir
tt0167261,nm0000704,Frodo
tt0167261,nm0005212,Gandalf
tt0167261,nm0001557,Aragorn
tt0167261,nm0089217,Legolas
tt0167261,nm0021600,Aldor
tt0167261,nm0000276,Sam
tt0167261,nm0045324,Madril
tt0167261,nm1019674,Man Flesh Uruk
tt0167261,nm0000949,Galadriel
tt0167261,nm0101710,Pippin
tt0167404,nm0000246,Malcolm Crowe
tt0167404,nm0005286,Cole Sear
tt0167404,nm0001057,Lynn Sear
tt0167404,nm0931404,Anna Crowe
tt0167404,nm0605080,Tommy Tammisimo
tt0167404,nm0005531,Vincent Gray
tt0167404,nm0848534,Darren
tt0167404,nm1005688,Bobby
tt0167404,nm0635769,Stanley Cunningham
tt0167404,nm0280245,Sean
tt0167427,nm0788340,Mary Katherine Gallagher
tt0167427,nm0002071,Sky Corrigan
tt0167427,nm0002071,Jesus
tt0167427,nm0005006,Evian
tt0167427,nm0005558,Slater
tt0167427,nm0571897,Father Ritley
tt0167427,nm0424318,Grandma
tt0167427,nm0088379,Howard
tt0167427,nm0051482,Father John
tt0167427,nm0493494,Helen
tt0167427,nm0410400,Maria
tt0167456,nm0000200,Jeff Tracy
tt0167456,nm0000381,Brains
tt0167456,nm0001426,The Hood
tt0167456,nm1227232,Alan Tracy
tt0167456,nm0922937,Teacher
tt0167456,nm1002695,Fermat
tt0167456,nm0386516,Headmaster
tt0167456,nm1765792,Excited Kid
tt0167456,nm0330983,News Anchor
tt0167456,nm0290163,Lisa Lowe
tt0168629,nm0001951,Selma Jezkova
tt0168629,nm0000366,Kathy
tt0168629,nm0001556,Bill Houston
tt0168629,nm0001780,Jeff
tt0168629,nm0001297,Oldrich Novy
tt0168629,nm0786806,Linda Houston
tt0168629,nm0467449,Gene Jezek
tt0168629,nm0000852,Norman
tt0168629,nm0665535,Samuel
tt0168629,nm0266441,Brenda
tt0168786,nm0000243,Dr. Jerome Davenport
tt0168786,nm1035682,Antwone Fisher
tt0168786,nm0117146,Cheryl Smolley
tt0168786,nm1287636,Antwone Fisher Age 7
tt0168786,nm0388144,Antwone Fisher Age 14
tt0168786,nm0724757,Berta Davenport
tt0168786,nm1120315,Pork Chop
tt0168786,nm0779440,Kansas City
tt0168786,nm0175305,Slim
tt0168786,nm0328955,Grayson
tt0169102,nm0451148,Bhuvan
tt0169102,nm0944834,Bhura
tt0169102,nm0961737,Gauri
tt0169102,nm0791226,Elizabeth Russell
tt0169102,nm0085860,Captain Andrew Russell
tt0169102,nm0611663,Yashodamai
tt0169102,nm0451425,Rajah Puran Singh
tt0169102,nm0348490,Mukhiya
tt0169102,nm0900267,Guran
tt0169102,nm0904503,Ishwar
tt0169547,nm0000228,Lester Burnham
tt0169547,nm0000906,Carolyn Burnham
tt0169547,nm0000301,Jane Burnham
tt0169547,nm0004747,Ricky Fitts
tt0169547,nm0002546,Angela Hayes
tt0169547,nm0001251,Buddy Kane
tt0169547,nm0005049,Barbara Fitts
tt0169547,nm0177933,Colonel Fitts
tt0169547,nm0000836,Jim Olmeyer
tt0169547,nm0730168,Jim Berkley
tt0169858,nm0644527,Shinji Ikari
tt0169858,nm0370677,Rei Ayanami
tt0169858,nm0370677,Yui Ikari
tt0169858,nm0594436,Asuka Langley Sôryû
tt0169858,nm0594074,Misato Katsuragi
tt0169858,nm0945372,Ritsuko Akagi
tt0169858,nm0846192,Gendô Ikari
tt0169858,nm0410907,Kaworu Nagisa
tt0169858,nm0457952,Kôzô Fuyutsuki
tt0169858,nm0611212,Keel Lorentz
tt0169858,nm0468729,Shigeru Aoba
tt0169880,nm0644527,Shinji Ikari
tt0169880,nm0370677,Rei Ayanami
tt0169880,nm0370677,Yui Ikari
tt0169880,nm0370677,Pen Pen
tt0169880,nm0594436,Asuka Langley Sôryû
tt0169880,nm0594074,Misato Katsuragi
tt0169880,nm0846192,Gendô Ikari
tt0169880,nm0945372,Ritsuko Akagi
tt0169880,nm0945290,Ryôji Kaji
tt0169880,nm0782840,Tôji Suzuhara
tt0169880,nm0457952,Kôzô Fuyutsuki
tt0169880,nm0619179,Maya Ibuki
tt0170016,nm0000120,Grinch
tt0170016,nm0597410,Cindy Lou Who
tt0170016,nm3679189,Max
tt0170016,nm0001787,May Who
tt0170016,nm0004724,Martha May Whovier
tt0170016,nm0410347,Lou Lou Who
tt0170016,nm0788340,Betty Lou Who
tt0170016,nm0397212,Whobris
tt0170016,nm0262924,8-Year-Old Grinch
tt0170016,nm0827565,Clarnella
tt0170691,nm0268199,Pvt. Roland Bozz
tt0170691,nm0205127,Pvt. Jim Paxton
tt0170691,nm0004286,Pvt. Miter
tt0170691,nm0347509,Pvt. Cantwell
tt0170691,nm0924154,Pvt. Wilson
tt0170691,nm1212050,Pvt. Johnson
tt0170691,nm0780678,Capt. Saunders
tt0170691,nm0648416,SFC Ezra Landers
tt0170691,nm0531762,Staff Sgt. Thomas
tt0170691,nm0263882,Sgt. Oakes
tt0171363,nm0000553,Dr. David Marrow
tt0171363,nm0001876,Theo
tt0171363,nm0005562,Luke Sanderson
tt0171363,nm0000666,Nell
tt0171363,nm0001136,Mr. Dudley
tt0171363,nm0783033,Mrs. Dudley
tt0171363,nm0466579,Mary Lambetta
tt0171363,nm0276062,Todd Hackett
tt0171363,nm0000515,Jane
tt0171363,nm0146938,Dr. Malcolm Keogh
tt0171433,nm0001774,Rabbi Jake Schram
tt0171433,nm0001570,Father Brian Finn
tt0171433,nm0001184,Anna Riley
tt0171433,nm0000843,Ruth Schram
tt0171433,nm0908919,Rabbi Ben Lewis
tt0171433,nm0726492,Larry Friedman
tt0171433,nm0001232,Father Havel
tt0171433,nm0852466,Bonnie Rose
tt0171433,nm0249046,Ali Decker
tt0171433,nm0812133,Rachel Rose
tt0171580,nm0000250,Betty
tt0171580,nm0000151,Charlie
tt0171580,nm0001674,Wesley
tt0171580,nm0001427,Dr. David Ravell
tt0171580,nm0001173,Del
tt0171580,nm0004137,Rosa
tt0171580,nm0000417,Roy
tt0171580,nm0898546,Ballard
tt0171580,nm0005049,Lyla
tt0171580,nm0001849,Sue Ann
tt0171804,nm0005476,Brandon Teena
tt0171804,nm0001721,Lana Tisdel
tt0171804,nm0765597,John Lotter
tt0171804,nm0786639,Tom Nissen
tt0171804,nm0329773,Candace
tt0171804,nm0284315,Kate
tt0171804,nm0036261,Lana's Mom
tt0171804,nm0132808,Brian
tt0171804,nm0569847,Lonny
tt0171804,nm0750735,Nicole
tt0172156,nm0000226,Detective Mike Lowrey
tt0172156,nm0001454,Detective Marcus Burnett
tt0172156,nm0005517,Syd
tt0172156,nm0003244,Hector Juan Carlos 'Johnny' Tapia
tt0172156,nm0001780,Alexei
tt0172156,nm0005337,Theresa
tt0172156,nm0001592,Captain Howard
tt0172156,nm0788335,Floyd Poteet
tt0172156,nm0781218,Roberto
tt0172156,nm0891485,Detective Mateo Reyes
tt0172396,nm0000146,Maurice Bendrix
tt0172396,nm0000194,Sarah Miles
tt0172396,nm0001653,Henry Miles
tt0172396,nm0428211,Henry's Maid
tt0172396,nm0092639,Mr. Savage
tt0172396,nm0001324,Mr. Parkis
tt0172396,nm0099478,Lance Parkis
tt0172396,nm0788670,Waiter
tt0172396,nm0606269,Bendrix' Landlady
tt0172396,nm0279842,Doctor Gilbert
tt0172493,nm0000213,Susanna
tt0172493,nm0001401,Lisa
tt0172493,nm0245112,Georgina
tt0172493,nm0005261,Daisy
tt0172493,nm0005253,Polly
tt0172493,nm0001467,Tobias Jacobs
tt0172493,nm0001787,Dr. Potts
tt0172493,nm0000603,Dr. Wick
tt0172493,nm0000155,Valerie
tt0172493,nm0079374,Janet
tt0172495,nm0000128,Maximus
tt0172495,nm0001618,Commodus
tt0172495,nm0001567,Lucilla
tt0172495,nm0001657,Proximo
tt0172495,nm0001321,Marcus Aurelius
tt0172495,nm0001394,Gracchus
tt0172495,nm0005023,Juba
tt0172495,nm0774516,Falco
tt0172495,nm0795344,Gaius
tt0172495,nm0032962,Quintus
tt0172684,nm0451321,Rahul Khanna
tt0172684,nm0004418,Anjali Sharma
tt0172684,nm0611552,Tina Malhotra
tt0172684,nm0755705,Anjali Khanna
tt0172684,nm0481363,Mrs. Sharma
tt0172684,nm0416077,Mrs. Khanna
tt0172684,nm0700687,Ms. Briganza
tt0172684,nm0794510,Rifat Bi
tt0172684,nm0505323,"Col. Almeida, Camp Manager"
tt0172684,nm0451600,Principal Malhotra
tt0173716,nm0000429,Honey Whitlock
tt0173716,nm0001151,Cecil B. Demented
tt0173716,nm0001860,Cherish
tt0173716,nm0004978,Lyle
tt0173716,nm0319142,Lewis
tt0173716,nm0350454,Raven
tt0173716,nm0005276,Rodney
tt0173716,nm0831467,Mrs. Sylvia Mallory
tt0173716,nm0001442,Libby
tt0173716,nm0372553,Fidget's Mom
tt0173840,nm0000285,Captain Gray Edwards
tt0173840,nm0000114,Neil
tt0173840,nm0001840,Doctor Aki Ross
tt0173840,nm0000609,Ryan
tt0173840,nm0004963,Jane
tt0173840,nm0000661,Dr. Sid
tt0173840,nm0000249,General Hein
tt0173840,nm0202966,Council Member #1
tt0173840,nm0001739,Council Member #2
tt0173840,nm0571578,Major Elliot
tt0174480,nm0000152,Will Keane
tt0174480,nm0000213,Charlotte Fielding
tt0174480,nm0001439,John
tt0174480,nm0834626,Dolly
tt0174480,nm0267812,Lisa Tyler
tt0174480,nm0834606,Sarah
tt0174480,nm0005007,Lynn McCale
tt0174480,nm0799777,Dr. Tom Grandy
tt0174480,nm0870794,Simon
tt0174480,nm0002148,Dr. Sibley
tt0174856,nm0000243,Rubin Carter
tt0174856,nm0788370,Lesra
tt0174856,nm0000679,Lisa
tt0174856,nm0000630,Sam
tt0174856,nm0001314,Terry
tt0174856,nm0000445,Della Pesca
tt0174856,nm0005247,Mae Thelma
tt0174856,nm0000317,Lt. Jimmy Williams
tt0174856,nm0001601,Myron Bedlock
tt0174856,nm0950867,Leon Friedman
tt0175142,nm0267506,Cindy Campbell
tt0175142,nm0009016,Bobby Prinze
tt0175142,nm0005541,Shorty
tt0175142,nm0001182,Drew
tt0175142,nm0792156,Doofy
tt0175142,nm0601214,Not Drew's Boyfriend
tt0175142,nm0046420,Trick or Treater #1
tt0175142,nm0334175,Trick or Treater #2
tt0175142,nm0764163,Trick or Treater #3
tt0175142,nm0566217,Drew's Dad
tt0175526,nm0005261,Jody Marken
tt0175526,nm0001542,Leonard Marliston
tt0175526,nm0000299,Sheriff Brent Marken
tt0175526,nm0103038,Rod Harper
tt0175526,nm0163748,Marge Marken
tt0175526,nm0030136,Deputy Mina
tt0175526,nm0409367,Tom Sisler
tt0175526,nm0542759,Kenny Ascott
tt0175526,nm0709046,Sandy
tt0175526,nm0816669,Mark
tt0175880,nm0000129,Frank T.J. Mackey
tt0175880,nm0001673,Earl Partridge
tt0175880,nm0000194,Linda Partridge
tt0175880,nm0000450,Phil Parma
tt0175880,nm0372366,Sir Edmund William Godfrey
tt0175880,nm0372366,Young Pharmacy Kid
tt0175880,nm0959000,Mrs. Godfrey
tt0175880,nm0281073,Joseph Green
tt0175880,nm0283568,Stanley Berry
tt0175880,nm0572125,Daniel Hill
tt0175880,nm0333689,Firefighter
tt0176269,nm0000241,Luc
tt0176269,nm0004966,Romeo
tt0176269,nm0770039,Erin
tt0176269,nm0925220,SETH
tt0176269,nm0075359,Dylan Cotner
tt0176269,nm0493699,Capt. Blackburn
tt0176269,nm0866298,Maggie
tt0176269,nm0901926,General Radford
tt0176269,nm0085316,Sergeant Morrow
tt0176269,nm0117151,Hillary
tt0176783,nm0005188,Derrick Webb
tt0176783,nm0372176,Cathy Jones
tt0176783,nm0005342,Travis
tt0176783,nm0005028,Naomi Preston
tt0176783,nm0091899,Professor Goodwin
tt0176783,nm0001579,Detective Curtis
tt0176783,nm0005045,Beau Edson
tt0176783,nm0005130,Detective Kelly
tt0176783,nm0004846,Sheila
tt0176783,nm0504965,Chinese Man
tt0177789,nm0000741,Jason Nesmith
tt0177789,nm0000244,Gwen DeMarco
tt0177789,nm0000614,Alexander Dane
tt0177789,nm0001724,Fred Kwan
tt0177789,nm0005377,Guy Fleegman
tt0177789,nm0593258,Tommy Webber
tt0177789,nm0170186,Mathesar
tt0177789,nm0755179,Sarris
tt0177789,nm0106755,Quellek
tt0177789,nm0701512,Laliari
tt0177858,nm0001953,Daniel Bannier
tt0177858,nm0666788,Juli
tt0177858,nm0476011,Isa
tt0177858,nm0960380,Melek
tt0177858,nm0293695,Leo
tt0177858,nm0441287,Luna
tt0177858,nm0960379,Kellner
tt0177858,nm0096700,Marion
tt0177858,nm0369603,Kodjo
tt0177858,nm0758407,Marktverkäufer
tt0177971,nm0000123,Billy Tyne
tt0177971,nm0000242,Bobby Shatford
tt0177971,nm0000604,Dale 'Murph' Murphy
tt0177971,nm0000178,Christina Cotter
tt0177971,nm0001209,David 'Sully' Sullivan
