tconst,titleType,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating,numVotes
tt1019452,movie,2009,A Serious Man,A Serious Man,106,"Comedy,Drama",7.0,126757
tt0085334,movie,1983,A Christmas Story,A Christmas Story,94,"Comedy,Family",8.0,126755
tt2203939,movie,2014,The Other Woman,The Other Woman,109,"Comedy,Romance",6.0,126630
tt0292506,movie,2003,The Recruit,The Recruit,115,"Action,Thriller",6.6,126497
tt0095159,movie,1988,A Fish Called Wanda,A Fish Called Wanda,108,"Comedy,Crime",7.5,126352
tt0073629,movie,1975,The Rocky Horror Picture Show,The Rocky Horror Picture Show,100,"Comedy,Musical",7.4,126283
tt0277296,movie,2002,The Scorpion King,The Scorpion King,92,"Action,Adventure,Fantasy",5.5,126274
tt0324216,movie,2003,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,98,Horror,6.2,126206
tt0325703,movie,2003,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,117,"Action,Adventure,Fantasy",5.5,125973
tt0079522,movie,1979,Manhattan,Manhattan,96,"Comedy,Drama,Romance",7.9,125964
tt0120768,movie,1998,The Negotiator,The Negotiator,140,"Action,Crime,Drama",7.3,125695
tt6155172,movie,2018,Roma,Roma,135,Drama,7.7,125673
tt0112508,movie,1995,Billy Madison,Billy Madison,89,Comedy,6.4,125634
tt0088323,movie,1984,The NeverEnding Story,Die unendliche Geschichte,102,"Adventure,Drama,Family",7.4,125600
tt0947810,movie,2010,Green Zone,Green Zone,115,"Action,Drama,Thriller",6.8,125516
tt3152624,movie,2015,Trainwreck,Trainwreck,125,"Comedy,Drama,Romance",6.2,125479
tt2543472,movie,2017,Wonder,Wonder,113,"Drama,Family",8.0,125395
tt2120120,movie,2015,Pixels,Pixels,105,"Action,Comedy,Fantasy",5.5,125389
tt0414982,movie,2006,Final Destination 3,Final Destination 3,93,"Horror,Thriller",5.8,125349
tt0277434,movie,2002,We Were Soldiers,We Were Soldiers,138,"Action,Drama,History",7.2,125336
tt1174732,movie,2009,An Education,An Education,100,Drama,7.3,125293
tt1314655,movie,2010,Devil,Devil,80,"Horror,Mystery,Thriller",6.2,125250
tt0451079,movie,2008,Horton Hears a Who!,Horton Hears a Who!,86,"Adventure,Animation,Comedy",6.8,125101
tt0079417,movie,1979,Kramer vs. Kramer,Kramer vs. Kramer,105,Drama,7.8,124976
tt3521126,movie,2017,The Disaster Artist,The Disaster Artist,104,"Biography,Comedy,Drama",7.4,124954
tt2267968,movie,2016,Kung Fu Panda 3,Kung Fu Panda 3,95,"Action,Adventure,Animation",7.1,124784
tt3470600,movie,2016,Sing,Sing,108,"Animation,Comedy,Family",7.1,124717
tt0034492,movie,1942,Bambi,Bambi,70,"Animation,Drama,Family",7.3,124696
tt5104604,movie,2018,Isle of Dogs,Isle of Dogs,101,"Adventure,Animation,Comedy",7.9,124585
tt1538403,movie,2013,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,130,"Action,Fantasy,Horror",5.9,124470
tt4116284,movie,2017,The Lego Batman Movie,The Lego Batman Movie,104,"Action,Animation,Comedy",7.3,124361
tt1204975,movie,2013,Last Vegas,Last Vegas,105,"Comedy,Drama",6.6,124328
tt1924435,movie,2014,Let's Be Cops,Let's Be Cops,104,"Action,Comedy,Crime",6.4,124292
tt0117913,movie,1996,A Time to Kill,A Time to Kill,149,"Crime,Drama,Thriller",7.5,124227
tt0361596,movie,2004,Fahrenheit 9/11,Fahrenheit 9/11,122,"Documentary,Drama,War",7.5,124181
tt0245844,movie,2002,The Count of Monte Cristo,The Count of Monte Cristo,131,"Action,Adventure,Drama",7.8,124144
tt0381707,movie,2004,White Chicks,White Chicks,109,"Comedy,Crime",5.6,124133
tt1234548,movie,2009,The Men Who Stare at Goats,The Men Who Stare at Goats,94,"Comedy,War",6.2,124067
tt0088258,movie,1984,This Is Spinal Tap,This Is Spinal Tap,82,"Comedy,Music",7.9,123954
tt0450232,movie,2006,16 Blocks,16 Blocks,102,"Action,Crime,Drama",6.6,123903
tt0101272,movie,1991,The Addams Family,The Addams Family,99,"Comedy,Fantasy",6.9,123800
tt2554274,movie,2015,Crimson Peak,Crimson Peak,119,"Drama,Fantasy,Horror",6.5,123789
tt0116922,movie,1997,Lost Highway,Lost Highway,134,"Mystery,Thriller",7.6,123730
tt0256380,movie,2001,Shallow Hal,Shallow Hal,114,"Comedy,Drama,Fantasy",5.9,123664
tt2096672,movie,2014,Dumb and Dumber To,Dumb and Dumber To,109,Comedy,5.6,123537
tt2381111,movie,2015,Brooklyn,Brooklyn,117,"Drama,Romance",7.5,123493
tt0032910,movie,1940,Pinocchio,Pinocchio,88,"Animation,Comedy,Family",7.4,123326
tt0365737,movie,2005,Syriana,Syriana,128,"Drama,Thriller",6.9,122924
tt0842926,movie,2010,The Kids Are All Right,The Kids Are All Right,106,"Comedy,Drama,Romance",7.0,122737
tt0816442,movie,2013,The Book Thief,The Book Thief,131,"Drama,War",7.6,122643
tt0119738,movie,1997,My Best Friend's Wedding,My Best Friend's Wedding,105,"Comedy,Drama,Romance",6.3,122616
tt2446980,movie,2015,Joy,Joy,124,Drama,6.6,122613
tt1262416,movie,2011,Scream 4,Scream 4,111,"Horror,Mystery",6.1,122607
tt0443649,movie,2008,"10,000 BC","10,000 BC",109,"Action,Adventure,Drama",5.1,122489
tt0253556,movie,2002,Reign of Fire,Reign of Fire,101,"Action,Adventure,Fantasy",6.2,122445
tt1758830,movie,2012,This Is 40,This Is 40,134,"Comedy,Romance",6.2,122369
tt0043274,movie,1951,Alice in Wonderland,Alice in Wonderland,75,"Adventure,Animation,Family",7.4,122279
tt0089530,movie,1985,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,107,"Action,Adventure,Sci-Fi",6.3,121990
tt0343135,movie,2004,Along Came Polly,Along Came Polly,90,"Comedy,Romance",6.0,121917
tt3316960,movie,2014,Still Alice,Still Alice,101,Drama,7.5,121703
tt0106489,movie,1993,A Bronx Tale,A Bronx Tale,121,"Crime,Drama,Romance",7.8,121657
tt0113568,movie,1995,Ghost in the Shell,Kôkaku Kidôtai,83,"Action,Animation,Crime",8.0,121501
tt6294822,movie,2017,The Post,The Post,116,"Biography,Drama,History",7.2,121488
tt0100507,movie,1990,Rocky V,Rocky V,104,"Drama,Sport",5.3,121477
tt0100150,movie,1990,Miller's Crossing,Miller's Crossing,115,"Crime,Drama,Thriller",7.8,121471
tt0247638,movie,2001,The Princess Diaries,The Princess Diaries,111,"Comedy,Family,Romance",6.3,121439
tt0046250,movie,1953,Roman Holiday,Roman Holiday,118,"Comedy,Romance",8.0,121435
tt1790886,movie,2012,The Campaign,The Campaign,85,Comedy,6.1,121421
tt0815236,movie,2010,She's Out of My League,She's Out of My League,104,"Comedy,Romance",6.4,121378
tt0373074,movie,2004,Kung Fu Hustle,Kung fu,99,"Action,Comedy,Fantasy",7.7,121346
tt0402022,movie,2005,Æon Flux,Æon Flux,93,"Action,Adventure,Crime",5.4,121266
tt0040746,movie,1948,Rope,Rope,80,"Crime,Drama,Mystery",8.0,121023
tt1441395,movie,2013,Under the Skin,Under the Skin,108,"Drama,Horror,Sci-Fi",6.3,120984
tt0452594,movie,2006,The Break-Up,The Break-Up,106,"Comedy,Drama,Romance",5.8,120885
tt0093822,movie,1987,Raising Arizona,Raising Arizona,94,"Comedy,Crime",7.3,120746
tt0379725,movie,2005,Capote,Capote,114,"Biography,Crime,Drama",7.3,120715
tt7668870,movie,2018,Searching,Searching,102,"Drama,Mystery,Thriller",7.6,120671
tt0249462,movie,2000,Billy Elliot,Billy Elliot,110,"Drama,Music",7.7,120658
tt4701182,movie,2018,Bumblebee,Bumblebee,114,"Action,Adventure,Sci-Fi",6.8,120607
tt3104988,movie,2018,Crazy Rich Asians,Crazy Rich Asians,120,"Comedy,Drama,Romance",6.9,120584
tt2177771,movie,2014,The Monuments Men,The Monuments Men,118,"Comedy,Drama,History",6.1,120559
tt0093105,movie,1987,"Good Morning, Vietnam","Good Morning, Vietnam",121,"Biography,Comedy,Drama",7.3,120432
tt1448755,movie,2011,Killer Elite,Killer Elite,116,"Action,Thriller",6.4,120421
tt0325805,movie,2003,Matchstick Men,Matchstick Men,116,"Comedy,Crime,Drama",7.3,120349
tt0312004,movie,2005,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,85,"Adventure,Animation,Comedy",7.4,120279
tt0164912,movie,1999,Stuart Little,Stuart Little,84,"Adventure,Comedy,Family",5.9,120259
tt0071230,movie,1974,Blazing Saddles,Blazing Saddles,93,"Comedy,Western",7.7,120143
tt0274558,movie,2002,The Hours,The Hours,110,"Drama,Romance",7.5,120127
tt4209788,movie,2017,Molly's Game,Molly's Game,140,"Biography,Crime,Drama",7.4,120088
tt0125664,movie,1999,Man on the Moon,Man on the Moon,118,"Biography,Comedy,Drama",7.4,120045
tt0467197,movie,2008,Max Payne,Max Payne,100,"Action,Crime,Drama",5.4,119709
tt0120102,movie,1997,Seven Years in Tibet,Seven Years in Tibet,136,"Adventure,Biography,Drama",7.1,119662
tt0108358,movie,1993,Tombstone,Tombstone,130,"Action,Biography,Drama",7.8,119644
tt2024432,movie,2013,Identity Thief,Identity Thief,111,"Comedy,Crime,Drama",5.7,119615
tt0257360,movie,2002,About Schmidt,About Schmidt,125,"Comedy,Drama",7.1,119608
tt0149261,movie,1999,Deep Blue Sea,Deep Blue Sea,105,"Action,Adventure,Sci-Fi",5.8,119429
tt0322330,movie,2003,Freaky Friday,Freaky Friday,97,"Comedy,Family,Fantasy",6.1,119349
tt0449010,movie,2006,Eragon,Eragon,104,"Action,Adventure,Family",5.1,119329
tt0134273,movie,1999,8MM,8MM,123,"Mystery,Thriller",6.5,119288
tt0433362,movie,2009,Daybreakers,Daybreakers,98,"Action,Fantasy,Horror",6.4,119281
tt0046183,movie,1953,Peter Pan,Peter Pan,77,"Adventure,Animation,Family",7.3,119202
tt0384793,movie,2006,Accepted,Accepted,93,Comedy,6.4,119088
tt1648190,movie,2017,The Dark Tower,The Dark Tower,95,"Action,Adventure,Fantasy",5.6,119010
tt0117008,movie,1996,Matilda,Matilda,98,"Comedy,Family,Fantasy",6.9,118859
tt0251160,movie,2002,John Q,John Q,116,"Crime,Drama,Thriller",7.1,118857
tt0164052,movie,2000,Hollow Man,Hollow Man,112,"Action,Horror,Sci-Fi",5.8,118850
tt1616195,movie,2011,J. Edgar,J. Edgar,137,"Biography,Drama,Romance",6.5,118753
tt5884052,movie,2019,Pokémon Detective Pikachu,Pokémon Detective Pikachu,104,"Action,Adventure,Comedy",6.6,118691
tt0134084,movie,2000,Scream 3,Scream 3,116,"Horror,Mystery",5.6,118666
tt2034800,movie,2016,The Great Wall,The Great Wall,103,"Action,Adventure,Fantasy",5.9,118656
tt0393162,movie,2005,Coach Carter,Coach Carter,136,"Biography,Drama,Sport",7.3,118547
tt0054331,movie,1960,Spartacus,Spartacus,197,"Adventure,Biography,Drama",7.9,118466
tt1205537,movie,2014,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,105,"Action,Drama,Thriller",6.2,118369
tt1298649,movie,2012,The Watch,The Watch,102,"Comedy,Sci-Fi",5.7,118294
tt0091369,movie,1986,Labyrinth,Labyrinth,101,"Adventure,Family,Fantasy",7.4,118206
tt1615065,movie,2012,Savages,Savages,131,"Crime,Drama,Thriller",6.5,118197
tt0044079,movie,1951,Strangers on a Train,Strangers on a Train,101,"Crime,Film-Noir,Thriller",8.0,118000
tt0082340,movie,1981,Escape from New York,Escape from New York,99,"Action,Adventure,Sci-Fi",7.2,117902
tt0090728,movie,1986,Big Trouble in Little China,Big Trouble in Little China,99,"Action,Adventure,Comedy",7.3,117753
tt0101507,movie,1991,Boyz n the Hood,Boyz n the Hood,112,"Crime,Drama",7.7,117629
tt0120789,movie,1998,Pleasantville,Pleasantville,124,"Comedy,Drama,Fantasy",7.5,117555
tt0918927,movie,2008,Doubt,Doubt,104,"Drama,Mystery",7.5,117390
tt2582496,movie,2015,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,105,"Comedy,Drama,Romance",7.7,117361
tt1055292,movie,2010,Life as We Know It,Life as We Know It,114,"Comedy,Drama,Romance",6.5,117331
tt0305357,movie,2003,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,106,"Action,Adventure,Comedy",4.9,117184
tt0353969,movie,2003,Memories of Murder,Salinui chueok,131,"Action,Crime,Drama",8.1,117052
tt1038919,movie,2010,The Bounty Hunter,The Bounty Hunter,110,"Action,Comedy,Romance",5.6,117011
tt0099077,movie,1990,Awakenings,Awakenings,121,"Biography,Drama",7.8,116992
tt5439796,movie,2017,Logan Lucky,Logan Lucky,118,"Comedy,Crime,Drama",7.0,116971
tt0093437,movie,1987,The Lost Boys,The Lost Boys,97,"Comedy,Horror",7.3,116956
tt0475290,movie,2016,"Hail, Caesar!","Hail, Caesar!",106,"Comedy,Drama,Music",6.3,116744
tt0091203,movie,1986,Highlander,Highlander,116,"Action,Adventure,Fantasy",7.1,116715
tt0095956,movie,1988,Rambo III,Rambo III,102,"Action,Adventure",5.8,116709
tt0905372,movie,2011,The Thing,The Thing,103,"Horror,Mystery,Sci-Fi",6.2,116697
tt0070511,movie,1973,Papillon,Papillon,151,"Biography,Crime,Drama",8.0,116673
tt0227445,movie,2001,The Score,The Score,124,"Crime,Drama,Thriller",6.8,116544
tt0480687,movie,2011,Hall Pass,Hall Pass,105,"Comedy,Romance",5.8,116512
tt0455824,movie,2008,Australia,Australia,165,"Adventure,Comedy,Drama",6.6,116354
tt0093748,movie,1987,"Planes, Trains & Automobiles","Planes, Trains & Automobiles",93,"Comedy,Drama",7.6,116205
tt2561572,movie,2015,Get Hard,Get Hard,100,"Comedy,Crime",6.0,116176
tt0259446,movie,2002,My Big Fat Greek Wedding,My Big Fat Greek Wedding,95,"Comedy,Drama,Romance",6.5,116166
tt0097441,movie,1989,Glory,Glory,122,"Biography,Drama,History",7.8,115996
tt0251075,movie,2001,Evolution,Evolution,101,"Comedy,Sci-Fi",6.1,115987
tt0087182,movie,1984,Dune,Dune,137,"Action,Adventure,Sci-Fi",6.5,115964
tt0427327,movie,2007,Hairspray,Hairspray,117,"Comedy,Drama,Musical",6.6,115963
tt0780521,movie,2009,The Princess and the Frog,The Princess and the Frog,97,"Adventure,Animation,Comedy",7.1,115917
tt0048280,movie,1955,Lady and the Tramp,Lady and the Tramp,76,"Adventure,Animation,Comedy",7.3,115845
tt0268695,movie,2002,The Time Machine,The Time Machine,96,"Action,Adventure,Sci-Fi",6.0,115572
tt0032976,movie,1940,Rebecca,Rebecca,130,"Drama,Mystery,Romance",8.1,115547
tt0184894,movie,2000,Shanghai Noon,Shanghai Noon,110,"Action,Adventure,Comedy",6.6,115382
tt0106582,movie,1993,Cliffhanger,Cliffhanger,113,"Action,Adventure,Thriller",6.4,115209
tt1634122,movie,2011,Johnny English Reborn,Johnny English Reborn,101,"Action,Adventure,Comedy",6.3,115089
tt1692486,movie,2011,Carnage,Carnage,80,"Comedy,Drama",7.2,115084
tt1058017,movie,2009,The Invention of Lying,The Invention of Lying,100,"Comedy,Fantasy,Romance",6.4,115050
tt3766354,movie,2018,The Equalizer 2,The Equalizer 2,121,"Action,Crime,Thriller",6.7,114974
tt2305051,movie,2014,Wild,Wild,115,"Biography,Drama",7.1,114660
tt1172570,movie,2008,Bronson,Bronson,92,"Action,Biography,Crime",7.1,114562
tt0431197,movie,2007,The Kingdom,The Kingdom,110,"Action,Drama,Thriller",7.0,114545
tt0404032,movie,2005,The Exorcism of Emily Rose,The Exorcism of Emily Rose,119,"Drama,Horror,Thriller",6.7,114532
tt5848272,movie,2018,Ralph Breaks the Internet,Ralph Breaks the Internet,112,"Adventure,Animation,Comedy",7.1,114529
tt0338564,movie,2002,Infernal Affairs,Mou gaan dou,101,"Crime,Drama,Mystery",8.0,114465
tt0117438,movie,1996,Ransom,Ransom,121,"Action,Crime,Thriller",6.6,114411
tt1862079,movie,2012,Safety Not Guaranteed,Safety Not Guaranteed,86,"Comedy,Drama,Romance",7.0,114399
tt1390411,movie,2015,In the Heart of the Sea,In the Heart of the Sea,122,"Action,Adventure,Biography",6.9,114246
tt0042192,movie,1950,All About Eve,All About Eve,138,Drama,8.2,114231
tt3488710,movie,2015,The Walk,The Walk,123,"Adventure,Biography,Drama",7.3,114178
tt6628394,movie,2018,Bad Times at the El Royale,Bad Times at the El Royale,141,"Crime,Drama,Mystery",7.1,114051
tt0117731,movie,1996,Star Trek: First Contact,Star Trek: First Contact,111,"Action,Adventure,Drama",7.6,113980
tt0418689,movie,2006,Flags of Our Fathers,Flags of Our Fathers,135,"Action,Adventure,Drama",7.1,113933
tt0161081,movie,2000,What Lies Beneath,What Lies Beneath,130,"Drama,Fantasy,Horror",6.6,113851
tt7975244,movie,2019,Jumanji: The Next Level,Jumanji: The Next Level,123,"Action,Adventure,Comedy",6.7,113754
tt0790736,movie,2013,R.I.P.D.,R.I.P.D.,96,"Action,Comedy,Crime",5.6,113711
tt0033563,movie,1941,Dumbo,Dumbo,64,"Animation,Drama,Family",7.2,113685
tt0482606,movie,2008,The Strangers,The Strangers,86,"Horror,Mystery,Thriller",6.2,113643
tt1524137,movie,2012,Contraband,Contraband,109,"Action,Crime,Drama",6.5,113627
tt0120783,movie,1998,The Parent Trap,The Parent Trap,128,"Adventure,Comedy,Drama",6.5,113607
tt0100814,movie,1990,Tremors,Tremors,96,"Comedy,Horror",7.1,113493
tt0118694,movie,2000,In the Mood for Love,Faa yeung nin wa,98,"Drama,Romance",8.1,113365
tt4052882,movie,2016,The Shallows,The Shallows,86,"Drama,Horror,Thriller",6.3,113364
tt0112642,movie,1995,Casper,Casper,100,"Comedy,Family,Fantasy",6.1,113360
tt0216216,movie,2000,The 6th Day,The 6th Day,123,"Action,Mystery,Sci-Fi",5.9,113297
tt0355295,movie,2005,The Brothers Grimm,The Brothers Grimm,118,"Action,Adventure,Comedy",5.9,113236
tt0120657,movie,1999,The 13th Warrior,The 13th Warrior,102,"Action,Adventure,History",6.6,113065
tt0103855,movie,1992,The Bodyguard,The Bodyguard,129,"Action,Drama,Music",6.3,113001
tt1000774,movie,2008,Sex and the City,Sex and the City,145,"Comedy,Drama,Romance",5.6,112840
tt3741700,movie,2019,Godzilla: King of the Monsters,Godzilla: King of the Monsters,132,"Action,Adventure,Fantasy",6.1,112785
tt0876563,movie,2008,Ponyo,Gake no ue no Ponyo,101,"Adventure,Animation,Comedy",7.7,112721
tt0293508,movie,2004,The Phantom of the Opera,The Phantom of the Opera,143,"Drama,Musical,Romance",7.3,112630
tt0120794,movie,1998,The Prince of Egypt,The Prince of Egypt,99,"Adventure,Animation,Drama",7.1,112593
tt0480025,movie,2006,This Is England,This Is England,101,"Crime,Drama",7.7,112510
tt0290673,movie,2002,Irréversible,Irréversible,97,"Crime,Drama,Mystery",7.4,112501
tt1638002,movie,2014,"Love, Rosie","Love, Rosie",102,"Comedy,Romance",7.2,112500
tt0112431,movie,1995,Babe,Babe,91,"Comedy,Drama,Family",6.7,112457
tt0758730,movie,2007,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,94,"Action,Horror,Sci-Fi",4.7,112428
tt0113749,movie,1995,Mallrats,Mallrats,94,"Comedy,Romance",7.1,112393
tt5462602,movie,2017,The Big Sick,The Big Sick,120,"Comedy,Drama,Romance",7.5,112348
tt0080761,movie,1980,Friday the 13th,Friday the 13th,95,"Horror,Mystery,Thriller",6.5,112048
tt1937390,movie,2013,Nymphomaniac: Vol. I,Nymphomaniac: Vol. I,117,Drama,6.9,111755
tt4302938,movie,2016,Kubo and the Two Strings,Kubo and the Two Strings,101,"Action,Adventure,Animation",7.8,111666
tt2388715,movie,2013,Oculus,Oculus,104,"Horror,Mystery",6.5,111606
tt0486946,movie,2007,Wild Hogs,Wild Hogs,100,"Action,Adventure,Comedy",5.8,111568
tt1355630,movie,2014,If I Stay,If I Stay,107,"Drama,Fantasy,Music",6.7,111535
tt0397065,movie,2005,House of Wax,House of Wax,113,"Horror,Thriller",5.3,111529
tt1201167,movie,2009,Funny People,Funny People,146,"Comedy,Drama",6.3,111521
tt1086772,movie,2014,Blended,Blended,117,"Comedy,Romance",6.5,111497
tt0107977,movie,1993,Robin Hood: Men in Tights,Robin Hood: Men in Tights,104,"Adventure,Comedy,Musical",6.7,111329
tt0057076,movie,1963,From Russia with Love,From Russia with Love,115,"Action,Adventure,Thriller",7.4,111326
tt0106918,movie,1993,The Firm,The Firm,154,"Drama,Mystery,Thriller",6.8,111277
tt0870984,movie,2009,Antichrist,Antichrist,108,"Drama,Horror",6.6,111237
tt0822847,movie,2011,Priest,Priest,87,"Action,Horror,Thriller",5.7,111099
tt5052474,movie,2018,Sicario: Day of the Soldado,Sicario: Day of the Soldado,122,"Action,Crime,Drama",7.1,111063
tt1615147,movie,2011,Margin Call,Margin Call,107,"Drama,Thriller",7.1,110957
tt0265459,movie,2002,One Hour Photo,One Hour Photo,96,"Drama,Thriller",6.8,110737
tt0245574,movie,2001,Y Tu Mamá También,Y tu mamá también,106,Drama,7.6,110657
tt1132626,movie,2008,Saw V,Saw V,92,"Horror,Mystery,Thriller",5.8,110640
tt4172430,movie,2016,13 Hours,13 Hours,144,"Action,Drama,History",7.3,110369
tt0453451,movie,2007,Mr. Bean's Holiday,Mr. Bean's Holiday,90,"Comedy,Family",6.4,110351
tt0079116,movie,1979,Escape from Alcatraz,Escape from Alcatraz,112,"Biography,Crime,Drama",7.6,110280
tt0063350,movie,1968,Night of the Living Dead,Night of the Living Dead,96,Horror,7.9,110162
tt0817230,movie,2010,Valentine's Day,Valentine's Day,125,"Comedy,Romance",5.7,110144
tt0113627,movie,1995,Leaving Las Vegas,Leaving Las Vegas,111,"Drama,Romance",7.5,110142
tt1228987,movie,2010,Let Me In,Let Me In,116,"Drama,Fantasy,Horror",7.1,110016
tt1131734,movie,2009,Jennifer's Body,Jennifer's Body,102,"Comedy,Horror",5.2,109994
tt0362120,movie,2006,Scary Movie 4,Scary Movie 4,83,"Comedy,Horror",5.1,109976
tt0120632,movie,1998,City of Angels,City of Angels,114,"Drama,Fantasy,Romance",6.7,109965
tt0092965,movie,1987,Empire of the Sun,Empire of the Sun,153,"Action,Drama,History",7.8,109847
tt0223897,movie,2000,Pay It Forward,Pay It Forward,123,Drama,7.2,109579
tt0162346,movie,2001,Ghost World,Ghost World,111,"Comedy,Drama",7.3,109553
tt0314353,movie,2003,Tears of the Sun,Tears of the Sun,121,"Action,Drama,Thriller",6.6,109547
tt2884206,movie,2014,I Origins,I Origins,106,"Drama,Romance,Sci-Fi",7.4,109433
tt1179034,movie,2010,From Paris with Love,From Paris with Love,92,"Action,Crime,Thriller",6.5,109400
tt0097814,movie,1989,Kiki's Delivery Service,Majo no takkyûbin,103,"Adventure,Animation,Drama",7.9,109377
tt0084827,movie,1982,TRON,TRON,96,"Action,Adventure,Sci-Fi",6.8,109318
tt0070608,movie,1973,Robin Hood,Robin Hood,83,"Adventure,Animation,Comedy",7.6,109289
tt0085959,movie,1983,The Meaning of Life,The Meaning of Life,107,"Comedy,Musical",7.6,109228
tt0146838,movie,1999,Any Given Sunday,Any Given Sunday,162,"Drama,Sport",6.9,109012
tt1904996,movie,2013,Parker,Parker,118,"Action,Crime,Thriller",6.2,108961
tt0114069,movie,1995,Outbreak,Outbreak,127,"Action,Drama,Thriller",6.6,108893
tt4276820,movie,2016,The Founder,The Founder,115,"Biography,Drama,History",7.2,108884
tt3531824,movie,2016,Nerve,Nerve,96,"Adventure,Crime,Drama",6.5,108848
tt6450804,movie,2019,Terminator: Dark Fate,Terminator: Dark Fate,128,"Action,Adventure,Sci-Fi",6.3,108771
tt2265171,movie,2014,The Raid 2,Serbuan Maut 2: Berandal,150,"Action,Crime,Thriller",8.0,108728
tt0421239,movie,2005,Red Eye,Red Eye,85,"Action,Mystery,Thriller",6.4,108662
tt7040874,movie,2018,A Simple Favor,A Simple Favor,117,"Comedy,Crime,Drama",6.8,108569
tt0084726,movie,1982,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,113,"Action,Adventure,Sci-Fi",7.7,108524
tt1821549,movie,2013,Nebraska,Nebraska,115,"Adventure,Comedy,Drama",7.7,108480
tt0365907,movie,2014,A Walk Among the Tombstones,A Walk Among the Tombstones,114,"Action,Crime,Drama",6.5,108477
tt0373051,movie,2008,Journey to the Center of the Earth,Journey to the Center of the Earth,93,"Action,Adventure,Family",5.8,108465
tt0435651,movie,2014,The Giver,The Giver,97,"Drama,Romance,Sci-Fi",6.5,108350
tt4438848,movie,2016,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,92,Comedy,5.7,108297
tt0096320,movie,1988,Twins,Twins,107,"Comedy,Crime",6.1,108204
tt0087928,movie,1984,Police Academy,Police Academy,96,Comedy,6.7,108157
tt0040897,movie,1948,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,126,"Adventure,Drama,Western",8.2,108085
tt1067583,movie,2011,Water for Elephants,Water for Elephants,120,"Drama,Romance",6.9,108065
tt1517260,movie,2013,The Host,The Host,125,"Action,Adventure,Drama",5.9,108035
tt0101410,movie,1991,Barton Fink,Barton Fink,116,"Comedy,Drama,Thriller",7.7,108016
tt0077975,movie,1978,National Lampoon's Animal House,National Lampoon's Animal House,109,Comedy,7.5,107915
tt4651520,movie,2016,Bad Moms,Bad Moms,100,Comedy,6.2,107861
tt8106534,movie,2019,6 Underground,6 Underground,128,"Action,Comedy,Thriller",6.1,107660
tt4786282,movie,2016,Lights Out,Lights Out,81,"Drama,Horror,Mystery",6.3,107601
tt3829266,movie,2018,The Predator,The Predator,107,"Action,Adventure,Sci-Fi",5.4,107570
tt2402927,movie,2015,Carol,Carol,118,"Drama,Romance",7.2,107499
tt0455407,movie,2010,The Crazies,The Crazies,101,"Horror,Thriller",6.5,107438
tt0424095,movie,2006,Flushed Away,Flushed Away,85,"Adventure,Animation,Comedy",6.6,107420
tt0907657,movie,2007,Once,Once,86,"Drama,Music,Romance",7.8,107381
tt1860213,movie,2016,Dirty Grandpa,Dirty Grandpa,102,Comedy,5.9,107336
tt3567288,movie,2015,The Visit,The Visit,94,"Horror,Mystery,Thriller",6.2,107317
tt1911644,movie,2013,The Call,The Call,94,"Crime,Drama,Horror",6.7,107286
tt1547234,movie,2012,Premium Rush,Premium Rush,91,"Action,Thriller",6.5,107243
tt0337741,movie,2003,Something's Gotta Give,Something's Gotta Give,128,"Comedy,Drama,Romance",6.7,107217
tt1924429,movie,2013,Trance,Trance,101,"Crime,Drama,Mystery",6.9,107211
tt0462590,movie,2006,Step Up,Step Up,104,"Crime,Drama,Music",6.5,107204
tt1071875,movie,2011,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,96,"Action,Fantasy,Thriller",4.3,107015
tt0077402,movie,1978,Dawn of the Dead,Dawn of the Dead,127,"Horror,Thriller",7.9,106966
tt1502407,movie,2018,Halloween,Halloween,106,"Horror,Thriller",6.6,106804
tt0765010,movie,2009,Brothers,Brothers,105,"Action,Drama,Thriller",7.1,106782
tt0329101,movie,2003,Freddy vs. Jason,Freddy vs. Jason,97,"Action,Horror",5.7,106755
tt0118617,movie,1997,Anastasia,Anastasia,94,"Adventure,Animation,Drama",7.1,106728
tt0113492,movie,1995,Judge Dredd,Judge Dredd,96,"Action,Crime,Sci-Fi",5.6,106698
tt0133751,movie,1998,The Faculty,The Faculty,104,"Horror,Sci-Fi",6.5,106688
tt0327554,movie,2004,Catwoman,Catwoman,104,"Action,Crime,Fantasy",3.4,106466
tt0190138,movie,2000,The Whole Nine Yards,The Whole Nine Yards,98,"Comedy,Crime",6.7,106412
