tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt1489889,2016,Central Intelligence,Central Intelligence,107,"Action,Comedy,Crime",6.3
tt2338151,2014,PK,PK,153,"Comedy,Drama,Fantasy",8.1
tt0120891,1999,Wild Wild West,Wild Wild West,106,"Action,Comedy,Sci-Fi",4.9
tt1279935,2010,Date Night,Date Night,88,"Comedy,Crime,Romance",6.3
tt0122151,1998,Lethal Weapon 4,Lethal Weapon 4,127,"Action,Crime,Thriller",6.6
tt1935859,2016,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,127,"Adventure,Drama,Fantasy",6.7
tt0963966,2010,The Sorcerer's Apprentice,The Sorcerer's Apprentice,109,"Action,Adventure,Family",6.1
tt1213641,2018,First Man,First Man,141,"Biography,Drama,History",7.3
tt3062096,2016,Inferno,Inferno,121,"Action,Crime,Drama",6.2
tt2226417,2013,Insidious: Chapter 2,Insidious: Chapter 2,106,"Horror,Mystery,Thriller",6.6
tt0107207,1993,In the Name of the Father,In the Name of the Father,133,"Biography,Drama",8.1
tt3569230,2015,Legend,Legend,132,"Biography,Crime,Drama",6.9
tt0145681,1999,The Bone Collector,The Bone Collector,118,"Crime,Drama,Mystery",6.7
tt0408790,2005,Flightplan,Flightplan,98,"Drama,Mystery,Thriller",6.3
tt0089880,1985,Rambo: First Blood Part II,Rambo: First Blood Part II,96,"Action,Adventure,Thriller",6.5
tt0102685,1991,Point Break,Point Break,122,"Action,Crime,Thriller",7.3
tt0046912,1954,Dial M for Murder,Dial M for Murder,105,"Crime,Thriller",8.2
tt0293564,2007,Rush Hour 3,Rush Hour 3,91,"Action,Comedy,Crime",6.2
tt0458481,2014,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,102,"Action,Crime,Thriller",6.5
tt3532216,2017,American Made,American Made,115,"Action,Biography,Comedy",7.1
tt0097958,1989,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,97,Comedy,7.6
tt0115798,1996,The Cable Guy,The Cable Guy,96,"Comedy,Drama,Thriller",6.1
tt0834001,2009,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,92,"Action,Fantasy,Sci-Fi",6.6
tt1655441,2015,The Age of Adaline,The Age of Adaline,112,"Drama,Fantasy,Romance",7.2
tt2140373,2013,Saving Mr. Banks,Saving Mr. Banks,125,"Biography,Comedy,Drama",7.5
tt0309593,2003,Final Destination 2,Final Destination 2,90,"Horror,Thriller",6.2
tt1611224,2012,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,105,"Action,Fantasy,Horror",5.9
tt0330793,2004,The Punisher,The Punisher,124,"Action,Crime,Drama",6.4
tt0859163,2008,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,112,"Action,Fantasy,Horror",5.2
tt0472399,2011,The Mechanic,The Mechanic,93,"Action,Thriller",6.6
tt2080374,2015,Steve Jobs,Steve Jobs,122,"Biography,Drama",7.2
tt0261392,2001,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,104,Comedy,6.8
tt0055254,1961,One Hundred and One Dalmatians,One Hundred and One Dalmatians,79,"Adventure,Animation,Comedy",7.2
tt1502712,2015,Fantastic Four,Fantastic Four,100,"Action,Adventure,Drama",4.3
tt1057500,2009,Invictus,Invictus,134,"Biography,Drama,History",7.3
tt0033870,1941,The Maltese Falcon,The Maltese Falcon,100,"Film-Noir,Mystery",8.0
tt1462758,2010,Buried,Buried,95,"Drama,Mystery,Thriller",7.0
tt0257106,2001,Scary Movie 2,Scary Movie 2,83,"Comedy,Horror",5.3
tt0435705,2007,Next,Next,96,"Action,Sci-Fi,Thriller",6.2
tt1560747,2012,The Master,The Master,138,Drama,7.2
tt0120484,1998,The Waterboy,The Waterboy,90,"Comedy,Sport",6.1
tt0095705,1988,The Naked Gun,The Naked Gun: From the Files of Police Squad!,85,"Comedy,Crime",7.6
tt0042876,1950,Rashomon,Rashômon,88,"Crime,Drama,Mystery",8.2
tt0120681,2001,From Hell,From Hell,122,"Horror,Mystery,Thriller",6.8
tt0177789,1999,Galaxy Quest,Galaxy Quest,102,"Adventure,Comedy,Sci-Fi",7.3
tt0120587,1998,Antz,Antz,83,"Adventure,Animation,Comedy",6.5
tt0464141,2007,The Orphanage,El orfanato,105,"Drama,Horror,Mystery",7.4
tt0274166,2003,Johnny English,Johnny English,89,"Action,Adventure,Comedy",6.2
tt0938283,2010,The Last Airbender,The Last Airbender,103,"Action,Adventure,Family",4.1
tt1496025,2012,Underworld Awakening,Underworld Awakening,88,"Action,Drama,Fantasy",6.4
tt0443274,2008,Vantage Point,Vantage Point,90,"Action,Crime,Drama",6.6
tt0465602,2007,Shoot 'Em Up,Shoot 'Em Up,86,Action,6.7
tt0104691,1992,The Last of the Mohicans,The Last of the Mohicans,112,"Action,Adventure,Drama",7.7
tt1860357,2016,Deepwater Horizon,Deepwater Horizon,107,"Action,Drama,History",7.1
tt0092991,1987,Evil Dead II,Evil Dead II,84,"Comedy,Horror",7.8
tt0122933,1999,Analyze This,Analyze This,103,"Comedy,Crime",6.7
tt1054606,2009,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,123,"Adventure,Comedy,Fantasy",6.8
tt1568911,2011,War Horse,War Horse,146,"Action,Adventure,Drama",7.2
tt0822832,2008,Marley & Me,Marley & Me,111,"Comedy,Drama,Family",7.1
tt0892782,2009,Monsters vs. Aliens,Monsters vs. Aliens,94,"Action,Animation,Comedy",6.4
tt0454945,2006,She's the Man,She's the Man,105,"Comedy,Romance,Sport",6.3
tt1267297,2014,Hercules,Hercules,98,"Action,Adventure,Fantasy",6.0
tt1568338,2012,Man on a Ledge,Man on a Ledge,102,"Action,Crime,Thriller",6.6
tt1335975,2013,47 Ronin,47 Ronin,128,"Action,Drama,Fantasy",6.2
tt3416742,2014,What We Do in the Shadows,What We Do in the Shadows,86,"Comedy,Horror",7.7
tt0055928,1962,Dr. No,Dr. No,110,"Action,Adventure,Thriller",7.3
tt0100403,1990,Predator 2,Predator 2,108,"Action,Horror,Sci-Fi",6.3
tt0110322,1994,Legends of the Fall,Legends of the Fall,133,"Drama,Romance,War",7.6
tt1188729,2009,Pandorum,Pandorum,108,"Action,Horror,Mystery",6.7
tt0088944,1985,Commando,Commando,90,"Action,Adventure,Thriller",6.7
tt0072684,1975,Barry Lyndon,Barry Lyndon,185,"Adventure,Drama,History",8.1
tt0272338,2002,Punch-Drunk Love,Punch-Drunk Love,95,"Comedy,Drama,Romance",7.3
tt0266987,2001,Spy Game,Spy Game,126,"Action,Crime,Thriller",7.1
tt0780571,2007,Mr. Brooks,Mr. Brooks,120,"Crime,Drama,Thriller",7.3
tt0277027,2001,I Am Sam,I Am Sam,132,Drama,7.7
tt1714206,2013,The Spectacular Now,The Spectacular Now,95,"Comedy,Drama,Romance",7.1
tt0448694,2011,Puss in Boots,Puss in Boots,90,"Adventure,Animation,Comedy",6.6
tt0159097,1999,The Virgin Suicides,The Virgin Suicides,97,"Drama,Romance",7.2
tt0094291,1987,Wall Street,Wall Street,126,"Crime,Drama",7.4
tt0128442,1998,Rounders,Rounders,121,"Crime,Drama",7.3
tt0042332,1950,Cinderella,Cinderella,74,"Animation,Family,Fantasy",7.3
tt0092067,1986,Castle in the Sky,Tenkû no shiro Rapyuta,125,"Adventure,Animation,Drama",8.0
tt0105793,1992,Wayne's World,Wayne's World,94,"Comedy,Music",7.0
tt0113247,1995,La Haine,La haine,98,"Crime,Drama",8.1
tt6806448,2019,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,137,"Action,Adventure",6.5
tt0074958,1976,Network,Network,121,Drama,8.1
tt0387808,2006,Idiocracy,Idiocracy,84,"Adventure,Comedy,Sci-Fi",6.6
tt0072431,1974,Young Frankenstein,Young Frankenstein,106,Comedy,8.0
tt1809398,2014,Unbroken,Unbroken,137,"Biography,Drama,Sport",7.2
tt5074352,2016,Dangal,Dangal,161,"Action,Biography,Drama",8.4
tt0385002,2005,Green Street Hooligans,Hooligans,109,"Crime,Drama,Sport",7.5
tt0310793,2002,Bowling for Columbine,Bowling for Columbine,120,"Crime,Documentary,Drama",7.9
tt0889583,2009,Brüno,Brüno,81,Comedy,5.8
tt0066999,1971,Dirty Harry,Dirty Harry,102,"Action,Crime,Thriller",7.7
tt1600196,2014,The Drop,The Drop,106,"Crime,Drama,Thriller",7.1
tt0398808,2007,Bridge to Terabithia,Bridge to Terabithia,96,"Drama,Family,Fantasy",7.1
tt0762107,2007,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,115,"Comedy,Romance",5.9
tt0087544,1984,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,117,"Adventure,Animation,Fantasy",8.1
tt3300542,2016,London Has Fallen,London Has Fallen,99,"Action,Thriller",5.9
tt2848292,2015,Pitch Perfect 2,Pitch Perfect 2,115,"Comedy,Music",6.4
tt0452694,2009,The Time Traveler's Wife,The Time Traveler's Wife,107,"Drama,Fantasy,Romance",7.1
tt0097523,1989,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",93,"Adventure,Comedy,Family",6.3
tt1121931,2009,Crank: High Voltage,Crank: High Voltage,96,"Action,Thriller",6.2
tt1727388,2013,The Way Way Back,The Way Way Back,103,"Comedy,Drama",7.4
tt0093894,1987,The Running Man,The Running Man,101,"Action,Sci-Fi,Thriller",6.7
tt0159365,2003,Cold Mountain,Cold Mountain,154,"Adventure,Drama,History",7.2
tt0040522,1948,Bicycle Thieves,Ladri di biciclette,89,Drama,8.3
tt0391198,2004,The Grudge,The Grudge,91,"Horror,Mystery,Thriller",5.9
tt0890870,2007,Saw IV,Saw IV,93,"Horror,Mystery,Thriller",5.9
tt0102138,1991,JFK,JFK,189,"Drama,History,Thriller",8.0
tt0980970,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,113,"Adventure,Family,Fantasy",6.3
tt1980929,2013,Begin Again,Begin Again,104,"Comedy,Drama,Music",7.4
tt0084516,1982,Poltergeist,Poltergeist,114,"Horror,Thriller",7.3
tt0335438,2004,Starsky & Hutch,Starsky & Hutch,101,"Comedy,Crime",6.1
tt0036775,1944,Double Indemnity,Double Indemnity,107,"Crime,Drama,Film-Noir",8.3
tt0022100,1931,M,M - Eine Stadt sucht einen Mörder,117,"Crime,Mystery,Thriller",8.3
tt0413099,2007,Evan Almighty,Evan Almighty,96,"Comedy,Family,Fantasy",5.4
tt0805564,2007,Lars and the Real Girl,Lars and the Real Girl,106,"Comedy,Drama,Romance",7.3
tt0397535,2005,Memoirs of a Geisha,Memoirs of a Geisha,145,"Drama,Romance",7.4
tt0116583,1996,The Hunchback of Notre Dame,The Hunchback of Notre Dame,91,"Animation,Drama,Family",6.9
tt0047296,1954,On the Waterfront,On the Waterfront,108,"Crime,Drama,Thriller",8.1
tt0257076,2003,S.W.A.T.,S.W.A.T.,117,"Action,Adventure,Crime",6.0
tt0410297,2006,The Lake House,The Lake House,99,"Drama,Fantasy,Romance",6.8
tt0475394,2006,Smokin' Aces,Smokin' Aces,109,"Action,Crime,Drama",6.7
tt0389790,2007,Bee Movie,Bee Movie,91,"Adventure,Animation,Comedy",6.1
tt2191701,2013,Grown Ups 2,Grown Ups 2,101,Comedy,5.4
tt1255953,2010,Incendies,Incendies,131,"Drama,Mystery,War",8.3
tt1034303,2008,Defiance,Defiance,137,"Action,Drama,History",7.2
tt0989757,2010,Dear John,Dear John,108,"Drama,Romance,War",6.3
tt1334260,2010,Never Let Me Go,Never Let Me Go,103,"Drama,Romance,Sci-Fi",7.1
tt3640424,2016,Allied,Allied,124,"Action,Drama,Romance",7.1
tt3322940,2014,Annabelle,Annabelle,99,"Horror,Mystery,Thriller",5.4
tt0301357,2003,Good Bye Lenin!,Good Bye Lenin!,121,"Comedy,Drama,Romance",7.7
tt1403981,2010,Remember Me,Remember Me,113,"Drama,Romance",7.1
tt0306047,2003,Scary Movie 3,Scary Movie 3,84,"Comedy,Horror",5.5
tt0350258,2004,Ray,Ray,152,"Biography,Drama,Music",7.7
tt0082198,1982,Conan the Barbarian,Conan the Barbarian,129,"Action,Adventure,Fantasy",6.9
tt1563738,2011,One Day,One Day,107,"Drama,Romance",7.0
tt0109831,1994,Four Weddings and a Funeral,Four Weddings and a Funeral,117,"Comedy,Drama,Romance",7.0
tt5727208,2019,Uncut Gems,Uncut Gems,135,"Crime,Drama,Thriller",7.6
tt0276919,2003,Dogville,Dogville,178,"Crime,Drama",8.0
tt1399683,2010,Winter's Bone,Winter's Bone,100,"Drama,Mystery",7.2
tt2101441,2012,Spring Breakers,Spring Breakers,94,"Crime,Drama",5.3
tt4779682,2018,The Meg,The Meg,113,"Action,Horror,Sci-Fi",5.7
tt0242423,2000,"Dude, Where's My Car?","Dude, Where's My Car?",83,"Comedy,Mystery,Sci-Fi",5.5
tt0280590,2002,Mr. Deeds,Mr. Deeds,96,"Comedy,Romance",5.8
tt2975578,2014,The Purge: Anarchy,The Purge: Anarchy,103,"Action,Horror,Sci-Fi",6.4
tt2042568,2013,Inside Llewyn Davis,Inside Llewyn Davis,104,"Comedy,Drama,Music",7.5
tt0107362,1993,Last Action Hero,Last Action Hero,130,"Action,Adventure,Comedy",6.4
tt2278871,2013,Blue Is the Warmest Colour,La vie d'Adèle,180,"Drama,Romance",7.7
tt8772262,2019,Midsommar,Midsommar,148,"Drama,Horror,Mystery",7.1
tt0307987,2003,Bad Santa,Bad Santa,92,"Comedy,Crime,Drama",7.0
tt0473705,2009,State of Play,State of Play,127,"Crime,Drama,Mystery",7.1
tt2209418,2013,Before Midnight,Before Midnight,109,"Drama,Romance",7.9
tt1389137,2011,We Bought a Zoo,We Bought a Zoo,124,"Comedy,Drama,Family",7.1
tt0099938,1990,Kindergarten Cop,Kindergarten Cop,111,"Comedy,Crime",6.1
tt1189073,2011,The Skin I Live In,La piel que habito,120,"Drama,Horror,Thriller",7.6
tt2231461,2018,Rampage,Rampage,107,"Action,Adventure,Sci-Fi",6.1
tt0804497,2010,It's Kind of a Funny Story,It's Kind of a Funny Story,101,"Comedy,Drama,Romance",7.1
tt1242460,2011,We Need to Talk About Kevin,We Need to Talk About Kevin,112,"Drama,Mystery,Thriller",7.5
tt6499752,2018,Upgrade,Upgrade,100,"Action,Horror,Sci-Fi",7.5
tt4178092,2015,The Gift,The Gift,108,"Drama,Mystery,Thriller",7.0
tt1549920,2013,The Last Stand,The Last Stand,107,"Action,Thriller",6.3
tt1100089,2014,Foxcatcher,Foxcatcher,134,"Biography,Drama,Sport",7.0
tt0340855,2003,Monster,Monster,109,"Biography,Crime,Drama",7.3
tt3393786,2016,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,118,"Action,Thriller",6.1
tt0120888,1998,The Wedding Singer,The Wedding Singer,97,"Comedy,Music,Romance",6.8
tt5700672,2016,Train to Busan,Busanhaeng,118,"Action,Horror,Thriller",7.5
tt1939659,2013,Carrie,Carrie,100,"Drama,Horror",5.9
tt0369441,2005,Fun with Dick and Jane,Fun with Dick and Jane,90,"Comedy,Crime",6.1
tt0472033,2009,9,9,79,"Action,Adventure,Animation",7.1
tt0430105,2005,Four Brothers,Four Brothers,109,"Action,Crime,Drama",6.8
tt0086465,1983,Trading Places,Trading Places,116,Comedy,7.5
tt0471042,2011,Tower Heist,Tower Heist,104,"Action,Comedy,Crime",6.2
tt0118842,1997,Chasing Amy,Chasing Amy,113,"Comedy,Drama,Romance",7.2
tt0053285,1959,Sleeping Beauty,Sleeping Beauty,75,"Animation,Family,Fantasy",7.2
tt0417148,2006,Snakes on a Plane,Snakes on a Plane,105,"Action,Crime,Thriller",5.4
tt1855325,2012,Resident Evil: Retribution,Resident Evil: Retribution,95,"Action,Horror,Sci-Fi",5.4
tt0387131,2005,The Constant Gardener,The Constant Gardener,129,"Drama,Mystery,Romance",7.4
tt6565702,2019,X-Men: Dark Phoenix,Dark Phoenix,113,"Action,Adventure,Sci-Fi",5.8
tt0072271,1974,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,83,Horror,7.5
tt0103074,1991,Thelma & Louise,Thelma & Louise,130,"Adventure,Crime,Drama",7.5
tt3371366,2017,Transformers: The Last Knight,Transformers: The Last Knight,154,"Action,Adventure,Sci-Fi",5.2
tt0119345,1997,I Know What You Did Last Summer,I Know What You Did Last Summer,101,"Horror,Mystery",5.7
tt0120784,1999,Payback,Payback,100,"Action,Crime,Drama",7.1
tt0481536,2008,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,114,"Adventure,Comedy",6.6
tt0424345,2006,Clerks II,Clerks II,97,Comedy,7.3
tt1351685,2013,Jack the Giant Slayer,Jack the Giant Slayer,114,"Adventure,Fantasy",6.2
tt2180411,2014,Into the Woods,Into the Woods,125,"Adventure,Comedy,Drama",5.9
tt1764234,2012,Killing Them Softly,Killing Them Softly,97,"Crime,Drama,Thriller",6.2
tt0358082,2005,Robots,Robots,91,"Adventure,Animation,Comedy",6.3
tt1034032,2009,Gamer,Gamer,95,"Action,Sci-Fi,Thriller",5.8
tt1915581,2012,Magic Mike,Magic Mike,110,"Comedy,Drama",6.1
tt2692904,2013,Locke,Locke,85,Drama,7.1
tt3774114,2016,Snowden,Snowden,134,"Biography,Crime,Drama",7.3
tt1019452,2009,A Serious Man,A Serious Man,106,"Comedy,Drama",7.0
tt0085334,1983,A Christmas Story,A Christmas Story,94,"Comedy,Family",8.0
tt2203939,2014,The Other Woman,The Other Woman,109,"Comedy,Romance",6.0
tt0292506,2003,The Recruit,The Recruit,115,"Action,Thriller",6.6
tt0095159,1988,A Fish Called Wanda,A Fish Called Wanda,108,"Comedy,Crime",7.5
tt0073629,1975,The Rocky Horror Picture Show,The Rocky Horror Picture Show,100,"Comedy,Musical",7.4
tt0277296,2002,The Scorpion King,The Scorpion King,92,"Action,Adventure,Fantasy",5.5
tt0324216,2003,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,98,Horror,6.2
tt0325703,2003,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,117,"Action,Adventure,Fantasy",5.5
tt0079522,1979,Manhattan,Manhattan,96,"Comedy,Drama,Romance",7.9
tt0120768,1998,The Negotiator,The Negotiator,140,"Action,Crime,Drama",7.3
tt6155172,2018,Roma,Roma,135,Drama,7.7
tt0112508,1995,Billy Madison,Billy Madison,89,Comedy,6.4
tt0088323,1984,The NeverEnding Story,Die unendliche Geschichte,102,"Adventure,Drama,Family",7.4
tt0947810,2010,Green Zone,Green Zone,115,"Action,Drama,Thriller",6.8
tt3152624,2015,Trainwreck,Trainwreck,125,"Comedy,Drama,Romance",6.2
tt2543472,2017,Wonder,Wonder,113,"Drama,Family",8.0
tt2120120,2015,Pixels,Pixels,105,"Action,Comedy,Fantasy",5.5
tt0414982,2006,Final Destination 3,Final Destination 3,93,"Horror,Thriller",5.8
tt0277434,2002,We Were Soldiers,We Were Soldiers,138,"Action,Drama,History",7.2
tt1174732,2009,An Education,An Education,100,Drama,7.3
tt1314655,2010,Devil,Devil,80,"Horror,Mystery,Thriller",6.2
tt0451079,2008,Horton Hears a Who!,Horton Hears a Who!,86,"Adventure,Animation,Comedy",6.8
tt0079417,1979,Kramer vs. Kramer,Kramer vs. Kramer,105,Drama,7.8
tt3521126,2017,The Disaster Artist,The Disaster Artist,104,"Biography,Comedy,Drama",7.4
tt2267968,2016,Kung Fu Panda 3,Kung Fu Panda 3,95,"Action,Adventure,Animation",7.1
tt3470600,2016,Sing,Sing,108,"Animation,Comedy,Family",7.1
tt0034492,1942,Bambi,Bambi,70,"Animation,Drama,Family",7.3
tt5104604,2018,Isle of Dogs,Isle of Dogs,101,"Adventure,Animation,Comedy",7.9
tt1538403,2013,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,130,"Action,Fantasy,Horror",5.9
tt4116284,2017,The Lego Batman Movie,The Lego Batman Movie,104,"Action,Animation,Comedy",7.3
tt1204975,2013,Last Vegas,Last Vegas,105,"Comedy,Drama",6.6
tt1924435,2014,Let's Be Cops,Let's Be Cops,104,"Action,Comedy,Crime",6.4
tt0117913,1996,A Time to Kill,A Time to Kill,149,"Crime,Drama,Thriller",7.5
tt0361596,2004,Fahrenheit 9/11,Fahrenheit 9/11,122,"Documentary,Drama,War",7.5
tt0245844,2002,The Count of Monte Cristo,The Count of Monte Cristo,131,"Action,Adventure,Drama",7.8
tt0381707,2004,White Chicks,White Chicks,109,"Comedy,Crime",5.6
tt1234548,2009,The Men Who Stare at Goats,The Men Who Stare at Goats,94,"Comedy,War",6.2
tt0088258,1984,This Is Spinal Tap,This Is Spinal Tap,82,"Comedy,Music",7.9
tt0450232,2006,16 Blocks,16 Blocks,102,"Action,Crime,Drama",6.6
tt0101272,1991,The Addams Family,The Addams Family,99,"Comedy,Fantasy",6.9
tt2554274,2015,Crimson Peak,Crimson Peak,119,"Drama,Fantasy,Horror",6.5
tt0116922,1997,Lost Highway,Lost Highway,134,"Mystery,Thriller",7.6
tt0256380,2001,Shallow Hal,Shallow Hal,114,"Comedy,Drama,Fantasy",5.9
tt2096672,2014,Dumb and Dumber To,Dumb and Dumber To,109,Comedy,5.6
tt2381111,2015,Brooklyn,Brooklyn,117,"Drama,Romance",7.5
tt0032910,1940,Pinocchio,Pinocchio,88,"Animation,Comedy,Family",7.4
tt0365737,2005,Syriana,Syriana,128,"Drama,Thriller",6.9
tt0842926,2010,The Kids Are All Right,The Kids Are All Right,106,"Comedy,Drama,Romance",7.0
tt0816442,2013,The Book Thief,The Book Thief,131,"Drama,War",7.6
tt0119738,1997,My Best Friend's Wedding,My Best Friend's Wedding,105,"Comedy,Drama,Romance",6.3
tt2446980,2015,Joy,Joy,124,Drama,6.6
tt1262416,2011,Scream 4,Scream 4,111,"Horror,Mystery",6.1
tt0443649,2008,"10,000 BC","10,000 BC",109,"Action,Adventure,Drama",5.1
tt0253556,2002,Reign of Fire,Reign of Fire,101,"Action,Adventure,Fantasy",6.2
tt1758830,2012,This Is 40,This Is 40,134,"Comedy,Romance",6.2
tt0043274,1951,Alice in Wonderland,Alice in Wonderland,75,"Adventure,Animation,Family",7.4
tt0089530,1985,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,107,"Action,Adventure,Sci-Fi",6.3
tt0343135,2004,Along Came Polly,Along Came Polly,90,"Comedy,Romance",6.0
tt3316960,2014,Still Alice,Still Alice,101,Drama,7.5
tt0106489,1993,A Bronx Tale,A Bronx Tale,121,"Crime,Drama,Romance",7.8
tt0113568,1995,Ghost in the Shell,Kôkaku Kidôtai,83,"Action,Animation,Crime",8.0
tt6294822,2017,The Post,The Post,116,"Biography,Drama,History",7.2
tt0100507,1990,Rocky V,Rocky V,104,"Drama,Sport",5.3
tt0100150,1990,Miller's Crossing,Miller's Crossing,115,"Crime,Drama,Thriller",7.8
tt0247638,2001,The Princess Diaries,The Princess Diaries,111,"Comedy,Family,Romance",6.3
tt0046250,1953,Roman Holiday,Roman Holiday,118,"Comedy,Romance",8.0
tt1790886,2012,The Campaign,The Campaign,85,Comedy,6.1
tt0815236,2010,She's Out of My League,She's Out of My League,104,"Comedy,Romance",6.4
tt0373074,2004,Kung Fu Hustle,Kung fu,99,"Action,Comedy,Fantasy",7.7
tt0402022,2005,Æon Flux,Æon Flux,93,"Action,Adventure,Crime",5.4
tt0040746,1948,Rope,Rope,80,"Crime,Drama,Mystery",8.0
tt1441395,2013,Under the Skin,Under the Skin,108,"Drama,Horror,Sci-Fi",6.3
tt0452594,2006,The Break-Up,The Break-Up,106,"Comedy,Drama,Romance",5.8
tt0093822,1987,Raising Arizona,Raising Arizona,94,"Comedy,Crime",7.3
tt0379725,2005,Capote,Capote,114,"Biography,Crime,Drama",7.3
tt7668870,2018,Searching,Searching,102,"Drama,Mystery,Thriller",7.6
tt0249462,2000,Billy Elliot,Billy Elliot,110,"Drama,Music",7.7
tt4701182,2018,Bumblebee,Bumblebee,114,"Action,Adventure,Sci-Fi",6.8
tt3104988,2018,Crazy Rich Asians,Crazy Rich Asians,120,"Comedy,Drama,Romance",6.9
tt2177771,2014,The Monuments Men,The Monuments Men,118,"Comedy,Drama,History",6.1
tt0093105,1987,"Good Morning, Vietnam","Good Morning, Vietnam",121,"Biography,Comedy,Drama",7.3
tt1448755,2011,Killer Elite,Killer Elite,116,"Action,Thriller",6.4
tt0325805,2003,Matchstick Men,Matchstick Men,116,"Comedy,Crime,Drama",7.3
tt0312004,2005,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,85,"Adventure,Animation,Comedy",7.4
tt0164912,1999,Stuart Little,Stuart Little,84,"Adventure,Comedy,Family",5.9
tt0071230,1974,Blazing Saddles,Blazing Saddles,93,"Comedy,Western",7.7
tt0274558,2002,The Hours,The Hours,110,"Drama,Romance",7.5
tt4209788,2017,Molly's Game,Molly's Game,140,"Biography,Crime,Drama",7.4
tt0125664,1999,Man on the Moon,Man on the Moon,118,"Biography,Comedy,Drama",7.4
tt0467197,2008,Max Payne,Max Payne,100,"Action,Crime,Drama",5.4
tt0120102,1997,Seven Years in Tibet,Seven Years in Tibet,136,"Adventure,Biography,Drama",7.1
tt0108358,1993,Tombstone,Tombstone,130,"Action,Biography,Drama",7.8
tt2024432,2013,Identity Thief,Identity Thief,111,"Comedy,Crime,Drama",5.7
tt0257360,2002,About Schmidt,About Schmidt,125,"Comedy,Drama",7.1
tt0149261,1999,Deep Blue Sea,Deep Blue Sea,105,"Action,Adventure,Sci-Fi",5.8
tt0322330,2003,Freaky Friday,Freaky Friday,97,"Comedy,Family,Fantasy",6.1
